	adm0_name	adm1_name	ndate	mp_price
21	Mali	Bamako	2004-10-01	262.5
22	Mali	Bamako	2004-11-01	271.0
23	Mali	Bamako	2004-12-01	275.0
24	Mali	Bamako	2005-01-01	275.0
25	Mali	Bamako	2005-02-01	275.0
26	Mali	Bamako	2005-03-01	275.0
27	Mali	Bamako	2005-04-01	275.0
28	Mali	Bamako	2005-05-01	281.25
29	Mali	Bamako	2005-06-01	275.0
30	Mali	Bamako	2005-07-01	275.0
31	Mali	Bamako	2005-08-01	287.5
32	Mali	Bamako	2005-09-01	290.0
33	Mali	Bamako	2005-10-01	275.0
34	Mali	Bamako	2005-11-01	275.0
35	Mali	Bamako	2005-12-01	275.0
36	Mali	Bamako	2006-01-01	275.0
37	Mali	Bamako	2006-02-01	275.0
38	Mali	Bamako	2006-03-01	275.0
39	Mali	Bamako	2006-04-01	275.0
40	Mali	Bamako	2006-05-01	278.0
41	Mali	Bamako	2006-06-01	295.0
