ADMINLVL	AGRIC	BUSH_FOOD	CCODE2K4	DCODE_2K4	DRY	FID	FOOD_SEC	HEALTH	HEA_FUNCT	HHLD	IDP	NAME_WS	NAME_WS_1	OID_	POP	P_CODE	P_CODE_1	QC_GEO_WS	RETURN_	SCHOOL	SCH_FUNCT	SIZE	TRAV_TIME	WET	X_COORD	Y_COORD	OBJECTID	geometry	country_code	sdr_id	sdr_name	sdr_level
07	" "	" "	42	4204	Y	393	" "	Y	Y	37.00	S	"Gibsons Ville"	"Gibsons Ville"	419	185.00	LR1300026	LR1300026	2	S	N	N	" "	0.00	Y	-7.61	4.86	99	"""{\""type\"":\""Point\"",\""coordinates\"":[-7.6097199999999,4.8561100000001]}"""	LR	0		
05	" "	" "	42	4202	Y	394	" "	Y	Y	521.00	P	Jarkaken	Jarkaken	413	2605.00	LR1300030	LR1300030	2	P	Y	Y	" "	0.00	Y	-7.99	5.38	100	"""{\""type\"":\""Point\"",\""coordinates\"":[-7.9941699999999,5.3775]}"""	LR	16126	Jarkaken	ADM1
05	" "	" "	42	4204	Y	395	" "	Y	Y	402.00	P	Japroken	Japroken	420	2010.00	LR1300033	LR1300033	2	S	Y	Y	" "	0.00	Y	-7.85	5.29	101	"""{\""type\"":\""Point\"",\""coordinates\"":[-7.84917,5.2913900000001]}"""	LR	0		
05	" "	" "	42	4204	Y	396	" "	Y	Y	1081.00	S	Jlatoken	Jlatoken	421	5405.00	LR1300039	LR1300039	1	S	Y	Y	" "	0.00	Y	-7.68	5.21	102	"""{\""type\"":\""Point\"",\""coordinates\"":[-7.6760999999999,5.2116900000001]}"""	LR	6764	Jlatoken	ADM1
05	" "	" "	42	4202	Y	397	" "	Y	Y	1508.00	P	Kanweaken	Kanweaken	414	7540.00	LR1300049	LR1300049	2	P	Y	Y	" "	0.00	Y	-8.01	5.23	103	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.0119399999999,5.2269400000001]}"""	LR	16902	Kanweaken	ADM1
06	" "	" "	42	4202	Y	398	" "	Y	Y	250.00	P	"Killepo Kanweaken"	"Killepo Kanweaken"	415	1250.00	LR1300051	LR1300051	1	S	Y	Y	" "	0.00	Y	-8.02	5.50	104	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.0199799999999,5.4963800000001]}"""	LR	74850	"Killepo Kanweaken"	PPL
06	" "	" "	42	4204	N	399	" "	Y	Y	75.00	S	"Kodeken 1"	"Kodeken 1"	422	375.00	LR1300056	LR1300056	2	S	N	N	" "	0.00	N	-7.60	4.86	105	"""{\""type\"":\""Point\"",\""coordinates\"":[-7.59861,4.8575000000001]}"""	LR	0		
06	" "	" "	42	4202	Y	400	" "	Y	Y	275.00	S	Putuken	Putuken	416	1375.00	LR1300093	LR1300093	1	S	Y	Y	" "	0.00	Y	-8.03	5.35	106	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.03417,5.3494400000001]}"""	LR	7358	Putuken	ADM1
05	" "	" "	42	4204	Y	401	" "	Y	Y	1200.00	S	"River Gbe Camp"	"River Gbe Camp"	424	6000.00	LR1300095	LR1300095	1	S	Y	Y	" "	0.00	Y	-7.67	5.21	107	"""{\""type\"":\""Point\"",\""coordinates\"":[-7.6680599999999,5.2119400000001]}"""	LR	73796	"River Gbe Camp"	PPL
06	" "	" "	42	4204	Y	402	" "	Y	N	264.00	S	Sweaken(1)	Sweaken(1)	425	1320.00	LR1300109	LR1300109	1	S	Y	Y	" "	0.00	Y	-7.71	4.99	108	"""{\""type\"":\""Point\"",\""coordinates\"":[-7.7097199999999,4.98778]}"""	LR	0		
05	" "	" "	42	4204	Y	403	" "	Y	Y	452.00	S	Sweaken(2)	Sweaken(2)	426	2260.00	LR1300112	LR1300112	2	S	Y	Y	" "	0.00	Y	-7.73	5.13	109	"""{\""type\"":\""Point\"",\""coordinates\"":[-7.7283299999999,5.12667]}"""	LR	0		
05	" "	" "	42	4204	Y	404	" "	Y	Y	900.00	S	Youbor	Youbor	427	4500.00	LR1300148	LR1300148	2	S	Y	Y	" "	0.00	Y	-7.52	5.42	110	"""{\""type\"":\""Point\"",\""coordinates\"":[-7.5166699999999,5.4166700000001]}"""	LR	23054	Youbor	ADM1
06	" "	" "	27	2702	Y	405	" "	Y	Y	75.00	S	Cavalla	Cavalla	241	375.00	LR1500019	LR1500019	1	S	Y	Y	" "	0.00	Y	-7.85	4.99	111	"""{\""type\"":\""Point\"",\""coordinates\"":[-7.84611,4.9925]}"""	LR	5670	Cavalla	ADM3
06	" "	" "	42	4204	N	406	" "	Y	Y	235.00	S	"New Konowroken"	"New Konowroken"	423	1175.00	LR9900947	LR9900947	2	S	Y	Y	" "	0.00	N	-7.60	4.85	112	"""{\""type\"":\""Point\"",\""coordinates\"":[-7.5999999999999,4.8500100000001]}"""	LR	0		
06	" "	" "	42	4204	Y	407	" "	Y	Y	225.00	S	Gbaquah	Gbaquah	418	1125.00	LB4204018	LB4204018	4	S	Y	Y	" "	0.00	Y	-7.77	5.36	113	"""{\""type\"":\""Point\"",\""coordinates\"":[-7.7664699999999,5.3557000000001]}"""	LR	0		
07	" "	" "	36	3604	Y	408	" "	Y	Y	30.00	S	Gbediah	Gbediah	366	150.00	LD3604037	LD3604037	4	S	Y	Y	" "	0.00	Y	-9.66	5.75	408	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.6643999999999,5.7476000000001]}"""	LR	0		
07	" "	" "	36	3604	Y	409	" "	Y	N	25.00	S	"ITI Town"	"ITI Town"	370	125.00	LE3604021	LE3604021	4	S	Y	Y	" "	0.00	Y	-9.37	5.58	409	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.36806,5.5763100000001]}"""	LR	0		
06	" "	" "	36	3604	Y	410	" "	Y	Y	103.00	P	Neezuin	Neezuin	372	515.00	LC3604011	LC3604011	4	P	Y	Y	" "	0.00	Y	-9.40	5.80	410	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.4038199999999,5.7951800000001]}"""	LR	0		
07	" "	" "	09	0910	Y	411	" "	Y	N	5.00	A	Dunwein	Dunwein	59	25.00	LJ0910002	LJ0910002	4	S	Y	Y	" "	0.00	Y	-9.74	6.22	411	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.7390399999999,6.21745]}"""	LR	0		
05	" "	" "	09	0902	Y	412	" "	Y	Y	500.00	S	Owensgrove	Owensgrove	48	2500.00	LR0600175	LR0600175	1	S	Y	Y	" "	0.00	Y	-10.34	6.27	412	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.335,6.2666700000001]}"""	LR	5610	Owensgrove	ADM2
07	" "	" "	09	0902	Y	413	" "	Y	Y	25.00	S	"Barclayville (1)"	"Barclayville (1)"	47	125.00	LR0900043	LR0900043	1	S	Y	Y	" "	0.00	Y	-10.25	6.16	413	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.24545,6.16355]}"""	LR	0		
07	" "	" "	39	3908	N	414	" "	Y	Y	35.00	S	Gbarteken	Gbarteken	388	175.00	LR1300079	LR1300079	2	S	Y	Y	" "	0.00	N	-8.30	5.32	414	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.2976899999999,5.3171300000001]}"""	LR	14572	Gbarteken	ADM1
07	" "	" "	39	3908	N	415	" "	Y	Y	35.00	S	Cheboken(2)	Cheboken(2)	385	175.00	LR1100026	LR1100026	2	S	Y	Y	" "	0.00	N	-8.40	5.20	415	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.4020099999999,5.20416]}"""	LR	0		
06	" "	" "	39	3908	Y	416	" "	Y	Y	85.00	S	Doodwicken	Doodwicken	387	425.00	LR1100040	LR1100040	1	S	Y	Y	" "	0.00	Y	-8.57	5.18	416	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.5670999999999,5.1791700000001]}"""	LR	6334	Doodwicken	ADM1
06	" "	" "	39	3910	Y	417	" "	Y	Y	150.00	S	Jacksonville	Jacksonville	399	750.00	LR1100060	LR1100060	2	S	Y	Y	" "	0.00	Y	-9.06	5.25	417	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.0552799999999,5.2463900000001]}"""	LR	15916	Jacksonville	ADM1
07	" "	" "	39	3908	N	418	" "	Y	Y	25.00	S	"Jarpuken Mission"	"Jarpuken Mission"	391	125.00	LR1100062	LR1100062	2	S	Y	Y	" "	0.00	N	-8.36	5.28	418	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.3627799999999,5.2761100000001]}"""	LR	16142	"Jarpuken Mission"	ADM1
05	" "	" "	39	3910	Y	419	" "	Y	Y	430.00	S	Bilibokwli	Bilibokwli	397	2150.00	LR1100071	LR1100071	2	S	Y	Y	" "	0.00	Y	-8.85	5.38	419	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.8455599999999,5.3822200000001]}"""	LR	0		
06	" "	" "	39	3910	N	420	" "	Y	N	350.00	S	"Judu Town"	"Judu Town"	400	1750.00	LR1100072	LR1100072	2	S	Y	Y	" "	0.00	N	-8.81	5.61	420	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.8061099999999,5.6055600000001]}"""	LR	0		
06	" "	" "	39	3910	Y	421	" "	Y	Y	110.00	S	"Karmo Town"	"Karmo Town"	402	550.00	LR1100082	LR1100082	1	S	Y	Y	" "	0.00	Y	-8.86	5.37	421	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.8577799999999,5.37444]}"""	LR	74534	"Karmo Town"	PPL
07	" "	" "	39	3908	N	422	" "	Y	Y	35.00	S	Kayjlayken	Kayjlayken	392	175.00	LR1100089	LR1100089	2	S	Y	Y	" "	0.00	N	-8.43	5.25	422	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.42723,5.2525100000001]}"""	LR	0		
06	" "	" "	39	3908	N	423	" "	Y	N	160.00	S	Diyankpo	Diyankpo	386	800.00	LR1100133	LR1100133	2	S	Y	Y	" "	0.00	N	-8.51	5.04	423	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.5080399999999,5.0408500000001]}"""	LR	13362	Diyankpo	ADM1
07	" "	" "	39	3902	Y	424	" "	Y	Y	18.00	S	"Gbeyan Town"	"Gbeyan Town"	376	90.00	LR1100143	LR1100143	2	S	Y	Y	" "	0.00	Y	-9.21	5.49	424	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.2097199999999,5.4866700000001]}"""	LR	0		
06	" "	" "	39	3910	Y	425	" "	Y	N	75.00	S	Plandialebo	Plandialebo	404	375.00	LR1100150	LR1100150	2	S	Y	Y	" "	0.00	Y	-8.93	5.44	425	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.9311099999999,5.4402800000001]}"""	LR	19996	Plandialebo	ADM1
07	" "	" "	39	3912	N	426	" "	Y	Y	33.00	S	Plasken	Plasken	409	165.00	LR1100156	LR1100156	2	S	Y	Y	" "	0.00	N	-8.78	5.08	426	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.7813899999999,5.075]}"""	LR	0		
06	" "	" "	39	3904	Y	427	" "	Y	Y	106.00	P	Quittatuaon	Quittatuaon	381	530.00	LR1100158	LR1100158	" "	S	Y	Y	" "	0.00	Y	-8.79	4.99	427	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.7913899999999,4.9922200000001]}"""	LR	72822	Quittatuaon	PPL
07	" "	" "	39	3902	N	428	" "	Y	N	8.00	A	"Palm Wine"	"Palm Wine"	378	40.00	LR1100173	LR1100173	2	S	Y	N	" "	0.00	N	-9.35	5.21	428	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.3492199999999,5.2138300000001]}"""	LR	0		
06	" "	" "	39	3904	N	429	" "	Y	Y	125.00	P	"Settra Kru"	"Settra Kru"	382	625.00	LR1100179	LR1100179	1	A	Y	Y	" "	0.00	N	-8.84	4.90	429	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.8438999999999,4.8996000000001]}"""	LR	7435	"Setta Kru"	ADM1
06	" "	" "	39	3910	Y	430	" "	Y	N	66.00	S	"Tarlo Town"	"Tarlo Town"	407	330.00	LR1100192	LR1100192	3	S	Y	Y	" "	0.00	Y	-8.98	5.36	430	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.9796499999999,5.3575600000001]}"""	LR	76041	"Tarlo Town"	PPL
06	" "	" "	39	3910	Y	431	" "	Y	N	67.00	S	"Tenneh Wieh Town"	"Tenneh Wieh Town"	408	335.00	LR1100194	LR1100194	3	S	Y	Y	" "	0.00	Y	-9.00	5.29	431	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.0007999999999,5.2892900000001]}"""	LR	73263	"Tenneh Wieh Town"	PPL
07	" "	" "	39	3908	Y	432	" "	Y	Y	30.00	S	Titiyen	Titiyen	395	150.00	LR1100199	LR1100199	2	S	Y	Y	" "	0.00	Y	-8.67	5.00	432	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.6702799999999,4.9952800000001]}"""	LR	0		
06	" "	" "	39	3902	N	433	" "	Y	Y	52.00	S	"Touh Town"	"Touh Town"	379	260.00	LR1100203	LR1100203	2	S	Y	Y	" "	0.00	N	-9.07	5.12	433	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.0730399999999,5.1236200000001]}"""	LR	0		
06	" "	" "	39	3912	Y	434	" "	Y	Y	280.00	S	Tubmanville	Tubmanville	411	1400.00	LR1100208	LR1100208	1	S	Y	Y	" "	0.00	Y	-8.89	5.00	434	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.8878099999999,4.9981200000001]}"""	LR	5733	Tubmanville	ADM3
07	" "	" "	39	3908	N	435	" "	Y	Y	30.00	S	Konwonkpo	Konwonkpo	393	150.00	LR1400100	LR1400100	2	S	Y	Y	" "	0.00	N	-8.52	5.04	435	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.51778,5.0404400000001]}"""	LR	17465	Konwonkpo	ADM1
07	" "	" "	39	3912	Y	436	" "	Y	Y	15.00	S	Sayone	Sayone	410	75.00	LR9900154	LR9900154	3	S	Y	Y	" "	0.00	Y	-8.86	5.03	436	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.8595099999999,5.0274900000001]}"""	LR	0		
05	" "	" "	39	3908	Y	437	" "	Y	N	1400.00	S	"Government Camp"	"Government Camp"	389	7000.00	LR9900193	LR9900193	3	S	Y	Y	" "	0.00	Y	-8.43	5.08	437	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.4290899999999,5.0830900000001]}"""	LR	0		
06	" "	" "	39	3908	N	438	" "	Y	N	60.00	S	Saygbeken	Saygbeken	394	300.00	LR9900218	LR9900218	1	S	Y	Y	" "	0.00	N	-8.56	5.37	438	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.5584899999999,5.3718000000001]}"""	LR	20682	Saygbeken	ADM1
06	" "	" "	39	3908	Y	439	" "	Y	Y	100.00	S	Tuzon	Tuzon	396	500.00	LR9900245	LR9900245	1	S	Y	Y	" "	0.00	Y	-8.57	5.08	439	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.5713999999999,5.0754000000001]}"""	LR	21911	Tuzon	ADM1
07	" "	" "	39	3910	N	440	" "	Y	N	38.00	A	"Sonoah Town"	"Sonoah Town"	405	190.00	LE3910017	LE3910017	4	S	Y	Y	" "	0.00	N	-8.99	5.41	440	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.9860319669999,5.406809017]}"""	LR	0		
06	" "	" "	39	3910	Y	441	" "	Y	Y	60.00	S	"Tanwo Town"	"Tanwo Town"	406	300.00	LE3910023	LE3910023	4	S	Y	Y	" "	0.00	Y	-8.86	5.37	441	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.8583299999999,5.3677900000001]}"""	LR	0		
06	" "	" "	39	3910	Y	442	" "	Y	N	40.00	S	"Parjibo Town(1)"	"Parjibo Town(1)"	403	200.00	LE3910044	LE3910044	4	S	Y	Y	" "	0.00	Y	-8.93	5.54	442	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.9307099999999,5.5447000000001]}"""	LR	0		
07	" "	" "	39	3910	Y	443	" "	Y	Y	15.00	S	"Karmo Mission"	"Karmo Mission"	401	75.00	LE3910060	LE3910060	4	S	Y	Y	" "	0.00	Y	-8.86	5.38	443	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.8570099999999,5.38153]}"""	LR	0		
07	" "	" "	39	3910	Y	444	" "	Y	N	21.00	S	"Gbason Mission"	"Gbason Mission"	398	105.00	LE3910059	LE3910059	4	S	Y	Y	" "	0.00	Y	-8.91	5.32	444	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.9125399999999,5.31667]}"""	LR	0		
07	" "	" "	39	3902	Y	445	" "	Y	Y	10.00	A	"Konmana Town"	"Konmana Town"	377	50.00	LA3902001	LA3902001	4	A	N	N	" "	0.00	Y	-9.18	5.19	445	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.1779399999999,5.1931000000001]}"""	LR	0		
07	" "	" "	39	3902	Y	446	" "	Y	N	23.00	S	"Blay Town"	"Blay Town"	375	115.00	LA3902021	LA3902021	4	S	Y	N	" "	0.00	Y	-9.21	5.50	446	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.2141599999999,5.49505]}"""	LR	73697	"Blay Town"	PPL
06	" "	" "	39	3906	Y	447	" "	Y	Y	200.00	A	"Fish Town"	"Fish Town"	383	1000.00	LD3906004	LD3906004	4	P	Y	Y	" "	0.00	Y	-9.08	5.09	447	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.078120575,5.0873558490001]}"""	LR	6404	"Fish Town"	ADM1
06	" "	" "	39	3908	N	448	" "	Y	N	85.00	S	Jaedaejarpuken	Jaedaejarpuken	390	425.00	LB3908010	LB3908010	4	S	Y	Y	" "	0.00	N	-8.52	5.17	448	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.5167106959999,5.1668104080001]}"""	LR	0		
07	" "	" "	39	3908	N	449	" "	Y	N	30.00	S	Blewriah	Blewriah	384	150.00	LH3908057	LH3908057	4	S	Y	Y	" "	0.00	N	-8.55	5.19	449	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.5526847959999,5.192229017]}"""	LR	0		
06	" "	" "	39	3904	Y	450	" "	Y	Y	295.00	P	Karquekpoh	Karquekpoh	380	1475.00	LC3904013	LC3904013	4	S	Y	Y	" "	0.00	Y	-8.65	4.98	450	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.6462448649999,4.982469731]}"""	LR	0		
05	" "	" "	39	3914	Y	451	" "	Y	Y	440.00	S	"Pyne Town"	"Pyne Town"	412	2200.00	LR1100157	LR1100157	7	S	Y	Y	" "	0.00	Y	-8.40	5.70	451	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.40028,5.695]}"""	LR	73808	"Pyne Town"	PPL
