ADMINLVL	AGRIC	BUSH_FOOD	CCODE2K4	DCODE_2K4	DRY	FID	FOOD_SEC	HEALTH	HEA_FUNCT	HHLD	IDP	NAME_WS	NAME_WS_1	OID_	POP	P_CODE	P_CODE_1	QC_GEO_WS	RETURN_	SCHOOL	SCH_FUNCT	SIZE	TRAV_TIME	WET	X_COORD	Y_COORD	OBJECTID	geometry	country_code	sdr_id	sdr_name	sdr_level
06	P	" "	12	1204	Y	1	" "	Y	Y	120.00	A	Varguay	Varguay	85	600.00	LR0300073	LR0300073	2	P	Y	Y	" "	0.00	Y	-10.96	7.16	227	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.96222,7.15972]}"""	LR	0		
06	A	" "	12	1210	Y	3	" "	Y	Y	81.00	P	Diah	Diah	97	405.00	LR0300083	LR0300083	2	S	Y	Y	" "	0.00	Y	-11.35	6.88	229	"""{\""type\"":\""Point\"",\""coordinates\"":[-11.34833,6.8783300000001]}"""	LR	6241	Deah	ADM1
06	P	" "	12	1210	Y	4	" "	Y	N	42.00	S	Fahnja	Fahnja	98	210.00	LR0300093	LR0300093	1	S	Y	Y	" "	0.00	Y	-11.26	7.02	230	"""{\""type\"":\""Point\"",\""coordinates\"":[-11.26277,7.0175100000001]}"""	LR	6373	Fahnja	ADM1
07	P	" "	12	1210	Y	5	" "	Y	N	18.00	P	Gondama	Gondama	99	90.00	LR0300141	LR0300141	2	S	Y	Y	" "	0.00	Y	-11.36	7.06	231	"""{\""type\"":\""Point\"",\""coordinates\"":[-11.35659,7.0596500000001]}"""	LR	6662	Gondama	ADM1
06	P	" "	12	1210	Y	6	" "	Y	Y	64.00	P	Gonelor	Gonelor	100	320.00	LR0300155	LR0300155	3	S	Y	Y	" "	0.00	Y	-11.23	7.06	232	"""{\""type\"":\""Point\"",\""coordinates\"":[-11.23402,7.06424]}"""	LR	0		
06	S	" "	12	1210	Y	7	" "	Y	Y	120.00	A	Jene-Wonde	Jene-Wonde	101	600.00	LR0300171	LR0300171	2	S	Y	Y	" "	0.00	Y	-11.27	7.08	233	"""{\""type\"":\""Point\"",\""coordinates\"":[-11.27028,7.0802100000001]}"""	LR	0		
07	A	" "	12	1202	Y	8	" "	Y	N	25.00	A	Kanga	Kanga	76	125.00	LR0300196	LR0300196	1	S	Y	Y	" "	0.00	N	-11.07	6.88	234	"""{\""type\"":\""Point\"",\""coordinates\"":[-11.06528,6.8827800000001]}"""	LR	6872	Kanga	ADM1
06	A	" "	12	1206	Y	9	" "	Y	N	68.00	P	Kawelahun	Kawelahun	89	340.00	LR0300200	LR0300200	2	S	Y	Y	" "	0.00	N	-11.03	7.41	235	"""{\""type\"":\""Point\"",\""coordinates\"":[-11.02861,7.4069400000001]}"""	LR	0		
06	P	" "	12	1206	Y	10	" "	Y	N	300.00	P	"Kongo Mano River"	"Kongo Mano River"	90	1500.00	LR0300220	LR0300220	2	S	Y	Y	" "	0.00	Y	-11.14	7.33	236	"""{\""type\"":\""Point\"",\""coordinates\"":[-11.14158,7.3276200000001]}"""	LR	0		
07	P	" "	12	1210	Y	11	" "	Y	Y	18.00	S	Kulangor-gissila	Kulangor-gissila	102	90.00	LR0300237	LR0300237	2	S	Y	Y	" "	0.00	Y	-11.39	6.92	237	"""{\""type\"":\""Point\"",\""coordinates\"":[-11.38806,6.9219400000001]}"""	LR	0		
06	S	" "	12	1204	Y	12	" "	Y	N	115.00	A	"Lofa Bridge"	"Lofa Bridge"	82	575.00	LR0300254	LR0300254	1	P	Y	Y	" "	0.00	Y	-10.88	7.07	238	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.87778,7.0747200000001]}"""	LR	76895	"Lofa Bridge"	PPL
06	A	" "	12	1202	Y	13	" "	Y	Y	75.00	A	Madina	Madina	77	375.00	LR0300259	LR0300259	2	S	Y	Y	" "	0.00	Y	-11.07	6.71	239	"""{\""type\"":\""Point\"",\""coordinates\"":[-11.065,6.7138900000001]}"""	LR	7088	Madina	ADM1
06	P	" "	12	1210	Y	14	" "	Y	N	41.00	P	Mambo	Mambo	103	205.00	LR0300270	LR0300270	2	S	Y	Y	" "	0.00	Y	-11.30	7.00	240	"""{\""type\"":\""Point\"",\""coordinates\"":[-11.29583,6.9997200000001]}"""	LR	7114	Mambo	ADM1
07	S	" "	12	1204	Y	15	" "	Y	N	17.00	A	Mbaloma	Mbaloma	83	85.00	LR0300289	LR0300289	1	P	Y	Y	" "	0.00	Y	-11.00	6.96	241	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.99583,6.9602800000001]}"""	LR	5806	Baloma	ADM1
02	S	" "	12	1208	Y	16	" "	Y	Y	1008.00	P	Robertsport	Robertsport	92	5040.00	LR0300318	LR0300318	1	S	Y	Y	" "	0.00	Y	-11.37	6.75	242	"""{\""type\"":\""Point\"",\""coordinates\"":[-11.36861,6.75333]}"""	LR	20289	Robertsport	ADM1
06	P	" "	12	1208	Y	17	" "	Y	Y	65.00	A	Sembehun	Sembehun	93	325.00	LR0300336	LR0300336	1	S	Y	Y	" "	0.00	Y	-11.34	6.71	243	"""{\""type\"":\""Point\"",\""coordinates\"":[-11.33556,6.7097200000001]}"""	LR	7431	Sembehum	ADM1
06	S	" "	12	1202	Y	18	" "	Y	Y	300.00	P	Sinje	Sinje	78	1500.00	LR0300344	LR0300344	1	S	Y	Y	" "	0.00	Y	-11.14	6.82	244	"""{\""type\"":\""Point\"",\""coordinates\"":[-11.13583,6.8158300000001]}"""	LR	7442	Sinje	ADM1
07	P	" "	12	1210	Y	19	" "	Y	N	19.00	A	Tahn	Tahn	104	95.00	LR0300356	LR0300356	3	S	N	N	" "	0.00	Y	-11.22	6.98	245	"""{\""type\"":\""Point\"",\""coordinates\"":[-11.22452,6.98244]}"""	LR	7491	Tahn	ADM1
06	P	" "	12	1204	Y	20	" "	Y	Y	250.00	A	Tahn	Tahn	84	1250.00	LR0300357	LR0300357	1	P	Y	Y	" "	0.00	Y	-10.90	7.11	246	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.90083,7.1105600000001]}"""	LR	7491	Tahn	ADM1
06	A	" "	12	1208	Y	21	" "	Y	N	45.00	A	Tala	Tala	94	225.00	LR0300360	LR0300360	1	S	Y	Y	" "	0.00	Y	-11.30	6.77	247	"""{\""type\"":\""Point\"",\""coordinates\"":[-11.29778,6.7741700000001]}"""	LR	6139	"Congo Town"	ADM1
06	P	" "	12	1210	Y	22	" "	Y	Y	67.00	P	Tiene	Tiene	105	335.00	LR0300367	LR0300367	1	S	Y	Y	" "	0.00	Y	-11.31	6.97	248	"""{\""type\"":\""Point\"",\""coordinates\"":[-11.31279,6.9675100000001]}"""	LR	73328	Tiene	PPL
06	A	" "	12	1202	Y	23	" "	Y	Y	78.00	A	Vonzua	Vonzua	79	390.00	LR0300392	LR0300392	2	S	Y	Y	" "	0.00	Y	-11.15	6.77	249	"""{\""type\"":\""Point\"",\""coordinates\"":[-11.15,6.7666700000001]}"""	LR	6962	Konia	ADM1
06	P	" "	12	1206	Y	24	" "	Y	N	135.00	P	"Zimmi Dandai"	"Zimmi Dandai"	91	675.00	LR0300423	LR0300423	2	S	Y	Y	" "	0.00	Y	-11.16	7.22	250	"""{\""type\"":\""Point\"",\""coordinates\"":[-11.15834,7.2240300000001]}"""	LR	0		
05	" "	" "	30	3006	Y	25	" "	Y	Y	800.00	S	Banjor	Banjor	296	4000.00	LR0400019	LR0400019	2	P	Y	Y	" "	0.00	Y	-10.80	6.41	251	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.795,6.40722]}"""	LR	0		
05	" "	S	03	0304	" "	26	W	Y	N	400.00	A	Beajojo	Beajojo	7	2000.00	LR0400029	LR0400029	2	S	Y	N	L	9.00	" "	-10.78	6.63	252	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.775,6.6252800000001]}"""	LR	11635	Beajojo	ADM1
06	" "	S	03	0304	" "	27	W	Y	Y	200.00	A	"Fefeh Town"	"Fefeh Town"	8	1000.00	LR0400035	LR0400035	2	S	Y	Y	M	0.00	" "	-10.74	6.65	253	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.74258,6.6541500000001]}"""	LR	76658	"Be Fefe"	PPL
05	" "	U	03	0302	" "	28	U	Y	Y	400.00	A	Beh	Beh	1	2000.00	LR0400052	LR0400052	2	S	Y	Y	L	0.00	" "	-10.99	6.62	254	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.98639,6.6166800000001]}"""	LR	5891	Beh	ADM1
05	" "	S	03	0304	Y	29	W	Y	U	400.00	A	Gbojay	Gbojay	9	2000.00	LR0400147	LR0400147	2	S	Y	Y	L	9.00	Y	-10.69	6.66	255	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.69278,6.6594400000001]}"""	LR	6577	Gbojay	ADM1
05	" "	S	03	0302	" "	30	W	Y	N	400.00	A	Gonjeh	Gonjeh	3	2000.00	LR0400159	LR0400159	2	S	Y	Y	L	2.00	" "	-10.84	6.65	256	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.83667,6.6466700000001]}"""	LR	15397	Gonjeh	ADM1
06	" "	U	03	0302	" "	31	U	Y	N	200.00	A	Gohnzipo	Gohnzipo	2	1000.00	LR0400160	LR0400160	1	S	Y	Y	M	0.00	" "	-10.93	6.66	257	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.925,6.6633300000001]}"""	LR	6639	Gohnzipo	ADM1
07	" "	N	03	0302	" "	32	W	Y	N	30.00	A	"Jenne (3)"	"Jenne (3)"	4	150.00	LR0400184	LR0400184	1	S	N	N	S	2.00	" "	-10.85	6.54	258	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.85248,6.5364000000001]}"""	LR	0		
05	" "	" "	30	3006	Y	33	" "	Y	N	550.00	S	Kenyayai	Kenyayai	298	2750.00	LR0400207	LR0400207	2	P	Y	Y	" "	0.00	Y	-10.80	6.40	259	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.8,6.4000000000001]}"""	LR	0		
06	" "	S	03	0304	Y	34	W	Y	Y	200.00	A	Mecca	Mecca	10	1000.00	LR0400241	LR0400241	2	S	Y	Y	M	6.00	Y	-10.58	6.83	260	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.57861,6.83472]}"""	LR	7082	Macca	ADM1
06	" "	" "	30	3006	Y	35	" "	Y	Y	45.00	P	"Kpallah  Town"	"Kpallah  Town"	299	225.00	LR0400262	LR0400262	2	P	Y	Y	" "	0.00	Y	-10.81	6.43	261	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.81028,6.4258300000001]}"""	LR	0		
06	" "	U	03	0302	Y	36	U	Y	Y	200.00	A	"Be Sali"	"Be Sali"	0	1000.00	LR0400275	LR0400275	2	P	Y	Y	M	2.00	Y	-10.89	6.58	262	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.89167,6.5811100000001]}"""	LR	7410	"Sass Town"	ADM1
05	" "	S	03	0304	" "	37	W	Y	Y	400.00	A	Suehn	Suehn	11	2000.00	LR0400285	LR0400285	1	S	Y	Y	L	10.00	" "	-10.71	6.62	263	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.70667,6.6172200000001]}"""	LR	73443	Suehn	PPL
02	" "	S	03	0302	" "	38	B	Y	Y	2000.00	P	Tubmanburg	Tubmanburg	5	10000.00	LR0400295	LR0400295	1	S	Y	Y	C	4.00	" "	-10.83	6.87	264	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.82806,6.87111]}"""	LR	0		
05	" "	S	03	0302	" "	39	W	Y	Y	400.00	A	Zordee	Zordee	6	2000.00	LR0400334	LR0400334	1	S	Y	N	L	3.00	" "	-10.78	6.68	265	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.78222,6.6766700000001]}"""	LR	7803	Zordee	ADM1
05	" "	" "	30	3004	Y	40	" "	Y	Y	1300.00	S	Barnersville	Barnersville	263	6500.00	LR0500008	LR0500008	2	S	Y	Y	" "	0.00	Y	-10.73	6.37	266	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.73333,6.36667]}"""	LR	0		
06	" "	" "	30	3008	Y	41	" "	Y	Y	96.00	S	"Be Goba"	"Be Goba"	303	480.00	LR0500017	LR0500017	1	S	Y	Y	" "	0.00	N	-10.44	6.49	267	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.44056,6.4947200000001]}"""	LR	74640	"Be Goba"	PPL
05	" "	" "	30	3004	Y	42	" "	Y	Y	700.00	S	Caldwell	Caldwell	266	3500.00	LR0500038	LR0500038	1	S	Y	Y	" "	0.00	Y	-10.73	6.39	268	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.73417,6.3922200000001]}"""	LR	76962	Caldwell	PPL
06	" "	" "	30	3002	Y	43	" "	Y	Y	200.00	A	Careysburg	Careysburg	259	1000.00	LR0500039	LR0500039	1	S	Y	Y	" "	0.00	Y	-10.55	6.40	269	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.54861,6.40333]}"""	LR	6113	Careysburg	ADM1
07	" "	" "	30	3002	Y	44	" "	Y	Y	36.00	A	Crozierville	Crozierville	261	180.00	LR0500051	LR0500051	1	S	Y	Y	" "	0.00	Y	-10.63	6.45	270	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.63083,6.4522200000001]}"""	LR	76143	Crozierville	PPL
06	" "	" "	30	3004	Y	45	" "	Y	Y	250.00	S	Duport	Duport	272	1250.00	LR0500065	LR0500065	1	S	Y	Y	" "	0.00	Y	-10.66	6.26	271	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.65944,6.2602800000001]}"""	LR	75878	Duport	PPL
06	" "	" "	30	3004	Y	46	" "	Y	Y	300.00	S	"Dwahn Town"	"Dwahn Town"	273	1500.00	LR0500066	LR0500066	3	S	Y	Y	" "	0.00	Y	-10.74	6.35	272	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.7395,6.34826]}"""	LR	75870	"Dwahn Town"	PPL
05	" "	" "	30	3004	Y	47	" "	Y	Y	500.00	S	Elwa	Elwa	274	2500.00	LR0500069	LR0500069	1	S	Y	Y	" "	0.00	Y	-10.69	6.24	273	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.69,6.23861]}"""	LR	75858	Elwa	PPL
06	" "	" "	30	3004	Y	48	" "	Y	Y	75.00	S	"Popo Beach"	"Popo Beach"	288	375.00	LR0500072	LR0500072	1	S	Y	Y	" "	0.00	Y	-10.80	6.37	274	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.79611,6.3725000000001]}"""	LR	0		
05	" "	" "	30	3004	Y	49	" "	Y	Y	2000.00	S	Gardnersville	Gardnersville	276	10000.00	LR0500080	LR0500080	1	S	Y	Y	" "	0.00	Y	-10.74	6.34	275	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.73833,6.3366700000001]}"""	LR	75676	Gardnersville	PPL
06	" "	" "	30	3004	Y	50	" "	Y	Y	95.00	S	"Kaiba Town"	"Kaiba Town"	279	475.00	LR0500114	LR0500114	2	S	Y	Y	" "	0.00	Y	-10.72	6.37	276	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.72278,6.3683300000001]}"""	LR	0		
05	" "	" "	30	3002	Y	51	" "	Y	Y	400.00	A	"Central Kingsville"	"Central Kingsville"	260	2000.00	LR0500125	LR0500125	2	S	Y	Y	" "	0.00	Y	-10.47	6.42	277	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.46889,6.4247200000001]}"""	LR	12594	"Central Kingsville"	ADM1
05	" "	" "	30	3004	Y	52	" "	Y	Y	750.00	S	"Logan Town"	"Logan Town"	281	3750.00	LR0500137	LR0500137	1	S	Y	Y	" "	0.00	Y	-10.78	6.35	278	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.78333,6.3500000000001]}"""	LR	74430	"Logan Town"	PPL
07	" "	" "	30	3002	Y	53	" "	Y	Y	31.00	S	Louisiana	Louisiana	262	155.00	LR0500139	LR0500139	2	A	Y	Y	" "	0.00	Y	-10.70	6.44	279	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.70444,6.4350000000001]}"""	LR	7074	Louisiana	ADM1
06	" "	" "	30	3004	Y	54	" "	Y	Y	85.00	S	"Mount Barclay"	"Mount Barclay"	283	425.00	LR0500160	LR0500160	1	S	Y	Y	" "	0.00	Y	-10.65	6.35	280	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.65306,6.3494400000001]}"""	LR	7241	"Mount Barclay"	ADM1
05	" "	" "	30	3004	Y	55	" "	Y	Y	1100.00	S	"New Georgia"	"New Georgia"	284	5500.00	LR0500165	LR0500165	1	S	Y	Y	" "	0.00	Y	-10.77	6.37	281	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.76667,6.36667]}"""	LR	74097	"New Georgia"	PPL
05	" "	" "	30	3004	Y	56	" "	Y	Y	1200.00	S	"New Kru Town"	"New Kru Town"	285	6000.00	LR0500166	LR0500166	1	S	Y	Y	" "	0.00	Y	-10.80	6.37	282	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.79601,6.37057]}"""	LR	7258	"New Kru Town"	ADM1
06	" "	" "	30	3008	Y	57	" "	Y	Y	86.00	A	Nyein	Nyein	306	430.00	LR0500171	LR0500171	1	S	Y	Y	" "	0.00	N	-10.49	6.55	283	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.48841,6.5487600000001]}"""	LR	73978	Nyein	PPL
07	" "	" "	30	3006	Y	58	" "	Y	Y	25.00	P	Ricks	Ricks	301	125.00	LR0500180	LR0500180	3	A	Y	Y	" "	0.00	Y	-10.80	6.47	284	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.79606,6.4713700000001]}"""	LR	76952	Ricks	PPL
06	" "	" "	30	3004	Y	59	" "	Y	Y	40.00	S	"Samuka Town"	"Samuka Town"	289	200.00	LR0500187	LR0500187	1	S	Y	Y	" "	0.00	Y	-10.72	6.40	285	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.71667,6.3952800000001]}"""	LR	7399	Samuka	ADM1
05	" "	" "	30	3004	Y	60	" "	Y	Y	700.00	S	"Topoe Village"	"Topoe Village"	293	3500.00	LR0500209	LR0500209	1	S	Y	Y	" "	0.00	Y	-10.77	6.33	286	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.76667,6.33333]}"""	LR	73250	"Topoe Village"	PPL
06	" "	" "	30	3004	Y	61	" "	Y	Y	200.00	S	"Wood Camp"	"Wood Camp"	295	1000.00	LR0500228	LR0500228	1	S	Y	Y	" "	0.00	Y	-10.68	6.30	287	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.68299,6.29528]}"""	LR	72935	"Wood Camp"	PPL
06	" "	" "	30	3008	Y	62	" "	Y	N	48.00	A	"Zingbor Town"	"Zingbor Town"	307	240.00	LR0500243	LR0500243	3	A	Y	Y	" "	0.00	Y	-10.53	6.54	288	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.53118,6.5369200000001]}"""	LR	0		
06	" "	" "	24	2406	Y	63	" "	Y	Y	225.00	S	"Bright Farm (1)"	"Bright Farm (1)"	225	1125.00	LR0600029	LR0600029	2	S	Y	Y	" "	0.00	Y	-10.35	6.50	289	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.34817,6.5046800000001]}"""	LR	0		
06	" "	" "	24	2406	Y	64	" "	Y	Y	90.00	P	"Camp Number One"	"Camp Number One"	226	450.00	LR0600040	LR0600040	1	S	Y	Y	" "	0.00	Y	-10.13	6.66	290	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.12583,6.6586100000001]}"""	LR	76965	"Camp Number One"	PPL
07	" "	" "	24	2408	Y	65	" "	Y	Y	15.00	S	"Gardiner Town"	"Gardiner Town"	234	75.00	LR0600048	LR0600048	2	S	Y	Y	" "	0.00	Y	-10.39	6.19	291	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.38574,6.1899500000001]}"""	LR	0		
06	" "	" "	24	2408	Y	66	" "	Y	Y	150.00	S	"Clipper Village"	"Clipper Village"	232	750.00	LR0600049	LR0600049	1	S	Y	Y	" "	0.00	Y	-10.36	6.25	292	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.35785,6.2487600000001]}"""	LR	76159	"Clipper Village"	PPL
05	" "	" "	24	2408	Y	67	" "	Y	Y	500.00	S	"Dolo Town"	"Dolo Town"	233	2500.00	LR0600062	LR0600062	1	S	Y	Y	" "	0.00	Y	-10.36	6.26	293	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.35955,6.26194]}"""	LR	0		
07	" "	" "	24	2402	Y	68	" "	Y	N	10.00	A	"Du Side Village"	"Du Side Village"	220	50.00	LR0600067	LR0600067	1	S	N	N	" "	0.00	Y	-10.46	6.35	294	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.46333,6.3491700000001]}"""	LR	75876	"Du Side Village"	PPL
04	" "	" "	33	3306	Y	69	" "	Y	Y	5000.00	P	"LAMCO Camp"	"LAMCO Camp"	333	25000.00	LE3306019	LE3306019	4	P	Y	Y	" "	0.00	Y	-8.58	7.54	1	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.5763099999999,7.53747]}"""	LR	18069	"LAMCO Camp"	ADM1
05	" "	" "	33	3306	Y	70	" "	Y	N	400.00	P	Gbloyee	Gbloyee	332	2000.00	LC3306001	LC3306001	4	P	Y	Y	" "	0.00	Y	-9.00	7.23	2	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.0018353529999,7.233459192]}"""	LR	0		
06	" "	" "	15	1508	Y	71	" "	Y	Y	200.00	S	"Gorbowragba Town"	"Gorbowragba Town"	117	1000.00	LC1508001	LC1508001	4	S	Y	Y	" "	0.00	Y	-8.36	5.75	114	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.3578199999999,5.7467700000001]}"""	LR	0		
05	" "	" "	15	1508	Y	72	" "	Y	Y	600.00	A	"Kuma Town"	"Kuma Town"	119	3000.00	LC1508003	LC1508003	4	P	Y	Y	" "	0.00	Y	-8.25	5.93	115	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.2512299999999,5.9298100000001]}"""	LR	74907	"Kuma Town"	PPL
06	" "	" "	15	1508	Y	73	" "	Y	Y	50.00	A	"Pennizon Town"	"Pennizon Town"	120	250.00	LC1508006	LC1508006	4	P	Y	Y	" "	0.00	Y	-8.18	5.98	116	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.1800299999999,5.9824]}"""	LR	0		
07	" "	" "	15	1502	Y	74	" "	Y	Y	30.00	A	"Bhai Jozon"	"Bhai Jozon"	106	150.00	LD1502018	LD1502018	4	S	Y	Y	" "	0.00	Y	-8.52	6.46	117	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.51841,6.4610700000001]}"""	LR	0		
06	" "	" "	33	3306	Y	75	" "	Y	Y	60.00	N	"Rehab Town"	"Rehab Town"	335	300.00	LC3306018	LC3306018	4	N	N	N	" "	0.00	Y	-8.97	7.24	3	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.9749499999999,7.2362300000001]}"""	LR	0		
05	" "	" "	09	0904	Y	76	" "	Y	Y	650.00	A	"Edina City"	"Edina City"	49	3250.00	LA0904008	LA0904008	4	P	Y	Y	" "	0.00	Y	-10.14	5.97	118	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.14431,5.96972]}"""	LR	0		
06	" "	" "	33	3302	Y	77	" "	Y	Y	200.00	P	Kpantianplay	Kpantianplay	315	1000.00	LB3302004	LB3302004	4	P	Y	Y	" "	0.00	Y	-8.37	7.29	4	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.3745723999999,7.2931138130001]}"""	LR	0		
07	" "	" "	09	0910	Y	78	" "	Y	Y	17.00	A	"Hospital Camp"	"Hospital Camp"	64	85.00	LK0910026	LK0910026	4	A	N	N	" "	0.00	Y	-9.73	6.09	119	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.72964,6.0874]}"""	LR	15856	"Hospital Camp"	ADM1
05	" "	" "	33	3312	Y	79	" "	Y	Y	1500.00	P	Bahn	Bahn	350	7500.00	LR0800009	LR0800009	1	A	Y	Y	" "	0.00	Y	-8.72	7.03	5	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.7208299999999,7.0252800000001]}"""	LR	5782	Bahn	ADM1
06	" "	" "	09	0906	Y	80	" "	Y	Y	67.00	S	"Tukpapulu Town"	"Tukpapulu Town"	53	335.00	LI0906191	LI0906191	4	S	Y	Y	" "	0.00	Y	-9.98	6.37	120	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.9792299999999,6.3707800000001]}"""	LR	0		
06	" "	" "	33	3312	Y	81	" "	Y	Y	180.00	P	Gblahplay	Gblahplay	354	900.00	LR0800015	LR0800015	2	P	Y	Y	" "	0.00	Y	-8.42	6.72	6	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.4244399999999,6.71833]}"""	LR	0		
06	" "	" "	33	3312	Y	82	" "	Y	Y	160.00	P	Beadatuo	Beadatuo	351	800.00	LR0800050	LR0800050	2	S	Y	Y	" "	0.00	Y	-8.60	6.99	7	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.5977799999999,6.99194]}"""	LR	11625	Beadatuo	ADM1
07	" "	" "	09	0910	Y	83	" "	Y	Y	11.00	P	"Dey Bay Town"	"Dey Bay Town"	58	55.00	LC0910257	LC0910257	4	P	N	N	" "	0.00	Y	-9.94	5.86	121	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.9439699999999,5.85823]}"""	LR	0		
07	" "	" "	09	0912	Y	84	" "	Y	Y	5.00	A	"Minee Town"	"Minee Town"	71	25.00	LE0912036	LE0912036	4	P	Y	Y	" "	0.00	Y	-9.83	5.72	122	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.8334499999999,5.7150700000001]}"""	LR	0		
07	" "	" "	09	0912	Y	85	" "	Y	Y	15.00	A	"Foster Town"	"Foster Town"	69	75.00	LE0912068	LE0912068	4	P	N	N	" "	0.00	Y	-9.69	5.76	123	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.6934799999999,5.76176]}"""	LR	75756	"Foster Town"	PPL
06	" "	" "	33	3308	Y	86	" "	Y	Y	225.00	S	Bonglay	Bonglay	339	1125.00	LR0800078	LR0800078	2	S	Y	Y	" "	0.00	N	-8.55	6.82	8	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.5475,6.8205600000001]}"""	LR	0		
07	" "	" "	21	2118	Y	87	" "	Y	N	28.00	P	"Kpotomai (2)"	"Kpotomai (2)"	201	140.00	LE2118003	LE2118003	4	S	Y	N	" "	0.00	Y	-9.94	8.23	124	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.9412699999999,8.22562]}"""	LR	0		
06	" "	" "	33	3304	Y	88	" "	Y	Y	105.00	S	Bunadin	Bunadin	319	525.00	LR0800094	LR0800094	2	S	Y	Y	" "	0.00	Y	-9.07	7.01	9	"""{\""type\"":\""Point\"",\""coordinates\"":[-9.0719399999999,7.0122200000001]}"""	LR	6107	Bunadin	ADM1
06	" "	" "	45	4502	Y	89	" "	Y	N	160.00	S	Amtel	Amtel	428	800.00	LD4502003	LD4502003	4	P	Y	N	" "	0.00	Y	-10.53	7.47	125	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.52707,7.4718700000001]}"""	LR	0		
06	" "	" "	33	3306	Y	90	" "	Y	Y	80.00	N	Bussi	Bussi	329	400.00	LR0800096	LR0800096	2	N	Y	Y	" "	0.00	Y	-8.92	7.26	10	"""{\""type\"":\""Point\"",\""coordinates\"":[-8.9238899999999,7.26083]}"""	LR	0		
06	" "	" "	45	4502	Y	91	" "	Y	Y	152.00	S	"Tima Village"	"Tima Village"	433	760.00	LD4502004	LD4502004	4	S	Y	Y	" "	0.00	Y	-10.61	7.48	126	"""{\""type\"":\""Point\"",\""coordinates\"":[-10.61211,7.47587]}"""	LR	0		
