pos	adm0_id	adm0_name	adm1_id	adm1_name	mkt_id	mkt_name	cm_id	cm_name	cur_id	cur_name	pt_id	pt_name	um_id	um_name	month_year	mp_month	mp_year	mp_price	mp_commoditysource	sdr_id	sdr_name	sdr_level	ndate
5514	155	Mali	1926	Bamako	872	Djikoroni	64	Rice (Imported)	26	XOF	15	Retail	5	KG	39264	7	2007	275.0	OMA	84580	Djikoroni	PPL	2007-07-01
5515	155	Mali	1926	Bamako	872	Djikoroni	64	Rice (Imported)	26	XOF	15	Retail	5	KG	39234	6	2007	275.0	OMA	84580	Djikoroni	PPL	2007-06-01
5516	155	Mali	1926	Bamako	872	Djikoroni	64	Rice (Imported)	26	XOF	15	Retail	5	KG	39203	5	2007	275.0	OMA	84580	Djikoroni	PPL	2007-05-01
5517	155	Mali	1926	Bamako	872	Djikoroni	64	Rice (Imported)	26	XOF	15	Retail	5	KG	39173	4	2007	275.0	OMA	84580	Djikoroni	PPL	2007-04-01
5518	155	Mali	1926	Bamako	872	Djikoroni	64	Rice (Imported)	26	XOF	15	Retail	5	KG	39142	3	2007	275.0	OMA	84580	Djikoroni	PPL	2007-03-01
5519	155	Mali	1926	Bamako	872	Djikoroni	64	Rice (Imported)	26	XOF	15	Retail	5	KG	39114	2	2007	275.0	OMA	84580	Djikoroni	PPL	2007-02-01
5520	155	Mali	1926	Bamako	872	Djikoroni	64	Rice (Imported)	26	XOF	15	Retail	5	KG	39083	1	2007	275.0	OMA	84580	Djikoroni	PPL	2007-01-01
5521	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	41883	9	2014	375.0	OMA	84580	Djikoroni	PPL	2014-09-01
5522	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	41852	8	2014	375.0	OMA	84580	Djikoroni	PPL	2014-08-01
5523	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	41821	7	2014	375.0	OMA	84580	Djikoroni	PPL	2014-07-01
5524	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	41791	6	2014	375.0	OMA	84580	Djikoroni	PPL	2014-06-01
5525	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	41760	5	2014	375.0	OMA	84580	Djikoroni	PPL	2014-05-01
5526	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	41730	4	2014	375.0	OMA	84580	Djikoroni	PPL	2014-04-01
5527	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	41699	3	2014	370.0	OMA	84580	Djikoroni	PPL	2014-03-01
5528	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	41671	2	2014	375.0	OMA	84580	Djikoroni	PPL	2014-02-01
5529	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	41640	1	2014	375.0	OMA	84580	Djikoroni	PPL	2014-01-01
5530	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	41609	12	2013	375.0	OMA	84580	Djikoroni	PPL	2013-12-01
5531	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	41579	11	2013	371.0	OMA	84580	Djikoroni	PPL	2013-11-01
5532	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	41548	10	2013	374.0	OMA	84580	Djikoroni	PPL	2013-10-01
5533	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	41518	9	2013	375.0	OMA	84580	Djikoroni	PPL	2013-09-01
5534	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	41487	8	2013	375.0	OMA	84580	Djikoroni	PPL	2013-08-01
5535	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	41456	7	2013	375.0	OMA	84580	Djikoroni	PPL	2013-07-01
5536	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	41426	6	2013	375.0	WFP	84580	Djikoroni	PPL	2013-06-01
5537	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	41395	5	2013	375.0	WFP	84580	Djikoroni	PPL	2013-05-01
5538	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	41365	4	2013	375.0	WFP	84580	Djikoroni	PPL	2013-04-01
5539	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	41334	3	2013	375.0	CSA	84580	Djikoroni	PPL	2013-03-01
5540	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	41306	2	2013	375.0	CSA	84580	Djikoroni	PPL	2013-02-01
5541	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	41275	1	2013	370.0	CSA	84580	Djikoroni	PPL	2013-01-01
5542	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	41214	11	2012	380.0	OMA	84580	Djikoroni	PPL	2012-11-01
5543	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	41183	10	2012	398.0	OMA	84580	Djikoroni	PPL	2012-10-01
5544	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	41153	9	2012	400.0	OMA	84580	Djikoroni	PPL	2012-09-01
5545	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	41122	8	2012	398.0	OMA	84580	Djikoroni	PPL	2012-08-01
5546	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	41091	7	2012	400.0	OMA	84580	Djikoroni	PPL	2012-07-01
5547	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	41061	6	2012	438.0	OMA	84580	Djikoroni	PPL	2012-06-01
5548	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	41030	5	2012	450.0	OMA	84580	Djikoroni	PPL	2012-05-01
5549	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	41000	4	2012	441.25	OMA	84580	Djikoroni	PPL	2012-04-01
5550	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	40969	3	2012	403.75	OMA	84580	Djikoroni	PPL	2012-03-01
5551	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	40940	2	2012	400.0	OMA	84580	Djikoroni	PPL	2012-02-01
5552	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	40909	1	2012	400.0	OMA	84580	Djikoroni	PPL	2012-01-01
5553	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	40848	11	2011	375.0	OMA	84580	Djikoroni	PPL	2011-11-01
5554	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	40817	10	2011	400.0	OMA	84580	Djikoroni	PPL	2011-10-01
5555	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	40787	9	2011	400.0	OMA	84580	Djikoroni	PPL	2011-09-01
5556	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	40756	8	2011	393.0	OMA	84580	Djikoroni	PPL	2011-08-01
5557	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	40725	7	2011	375.0	OMA	84580	Djikoroni	PPL	2011-07-01
5558	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	40695	6	2011	375.0	OMA	84580	Djikoroni	PPL	2011-06-01
5559	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	40664	5	2011	358.0	OMA	84580	Djikoroni	PPL	2011-05-01
5560	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	40634	4	2011	350.0	OMA	84580	Djikoroni	PPL	2011-04-01
5561	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	40603	3	2011	350.0	OMA	84580	Djikoroni	PPL	2011-03-01
5562	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	40575	2	2011	350.0	OMA	84580	Djikoroni	PPL	2011-02-01
5563	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	40544	1	2011	350.0	OMA	84580	Djikoroni	PPL	2011-01-01
5564	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	40513	12	2010	350.0	OMA	84580	Djikoroni	PPL	2010-12-01
5565	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	40483	11	2010	350.0	OMA	84580	Djikoroni	PPL	2010-11-01
5566	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	40452	10	2010	350.0	OMA	84580	Djikoroni	PPL	2010-10-01
5567	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	40422	9	2010	350.0	OMA	84580	Djikoroni	PPL	2010-09-01
5568	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	40391	8	2010	350.0	OMA	84580	Djikoroni	PPL	2010-08-01
5569	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	40360	7	2010	350.0	OMA	84580	Djikoroni	PPL	2010-07-01
5570	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	40330	6	2010	350.0	OMA	84580	Djikoroni	PPL	2010-06-01
5571	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	40299	5	2010	350.0	OMA	84580	Djikoroni	PPL	2010-05-01
5572	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	40269	4	2010	350.0	OMA	84580	Djikoroni	PPL	2010-04-01
5573	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	40238	3	2010	350.0	OMA	84580	Djikoroni	PPL	2010-03-01
5574	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	40210	2	2010	350.0	OMA	84580	Djikoroni	PPL	2010-02-01
5575	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	40179	1	2010	350.0	OMA	84580	Djikoroni	PPL	2010-01-01
5576	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	40148	12	2009	350.0	OMA	84580	Djikoroni	PPL	2009-12-01
5577	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	40118	11	2009	350.0	OMA	84580	Djikoroni	PPL	2009-11-01
5578	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	40087	10	2009	360.0	OMA	84580	Djikoroni	PPL	2009-10-01
5579	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	40057	9	2009	400.0	OMA	84580	Djikoroni	PPL	2009-09-01
5580	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	40026	8	2009	381.25	OMA	84580	Djikoroni	PPL	2009-08-01
5581	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	39995	7	2009	375.0	OMA	84580	Djikoroni	PPL	2009-07-01
5582	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	39965	6	2009	375.0	OMA	84580	Djikoroni	PPL	2009-06-01
5583	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	39934	5	2009	350.0	OMA	84580	Djikoroni	PPL	2009-05-01
5584	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	39904	4	2009	350.0	OMA	84580	Djikoroni	PPL	2009-04-01
5585	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	39873	3	2009	350.0	OMA	84580	Djikoroni	PPL	2009-03-01
5586	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	39845	2	2009	368.75	OMA	84580	Djikoroni	PPL	2009-02-01
5587	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	39814	1	2009	362.5	OMA	84580	Djikoroni	PPL	2009-01-01
5588	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	39783	12	2008	360.0	OMA	84580	Djikoroni	PPL	2008-12-01
5589	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	39753	11	2008	343.75	OMA	84580	Djikoroni	PPL	2008-11-01
5590	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	39722	10	2008	393.75	OMA	84580	Djikoroni	PPL	2008-10-01
5591	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	39692	9	2008	405.0	OMA	84580	Djikoroni	PPL	2008-09-01
5592	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	39661	8	2008	400.0	OMA	84580	Djikoroni	PPL	2008-08-01
5593	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	39630	7	2008	395.0	OMA	84580	Djikoroni	PPL	2008-07-01
5594	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	39600	6	2008	368.75	OMA	84580	Djikoroni	PPL	2008-06-01
5595	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	39569	5	2008	350.0	OMA	84580	Djikoroni	PPL	2008-05-01
5596	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	39539	4	2008	345.0	OMA	84580	Djikoroni	PPL	2008-04-01
5597	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	39508	3	2008	312.5	OMA	84580	Djikoroni	PPL	2008-03-01
5598	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	39479	2	2008	300.0	OMA	84580	Djikoroni	PPL	2008-02-01
5599	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	39448	1	2008	300.0	OMA	84580	Djikoroni	PPL	2008-01-01
5600	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	39417	12	2007	300.0	OMA	84580	Djikoroni	PPL	2007-12-01
5601	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	39387	11	2007	300.0	OMA	84580	Djikoroni	PPL	2007-11-01
5602	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	39356	10	2007	300.0	OMA	84580	Djikoroni	PPL	2007-10-01
5603	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	39326	9	2007	300.0	OMA	84580	Djikoroni	PPL	2007-09-01
5604	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	39295	8	2007	300.0	OMA	84580	Djikoroni	PPL	2007-08-01
5605	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	39264	7	2007	300.0	OMA	84580	Djikoroni	PPL	2007-07-01
5606	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	39234	6	2007	300.0	OMA	84580	Djikoroni	PPL	2007-06-01
5607	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	39203	5	2007	300.0	OMA	84580	Djikoroni	PPL	2007-05-01
5608	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	39173	4	2007	297.5	OMA	84580	Djikoroni	PPL	2007-04-01
5609	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	39142	3	2007	275.0	OMA	84580	Djikoroni	PPL	2007-03-01
5610	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	39114	2	2007	275.0	OMA	84580	Djikoroni	PPL	2007-02-01
5611	155	Mali	1926	Bamako	872	Djikoroni	71	Rice (Local)	26	XOF	15	Retail	5	KG	39083	1	2007	275.0	OMA	84580	Djikoroni	PPL	2007-01-01
5612	155	Mali	1926	Bamako	872	Djikoroni	65	Sorghum	26	XOF	15	Retail	5	KG	41883	9	2014	200.0	OMA	84580	Djikoroni	PPL	2014-09-01
5613	155	Mali	1926	Bamako	872	Djikoroni	65	Sorghum	26	XOF	15	Retail	5	KG	41852	8	2014	200.0	OMA	84580	Djikoroni	PPL	2014-08-01
5614	155	Mali	1926	Bamako	872	Djikoroni	65	Sorghum	26	XOF	15	Retail	5	KG	41821	7	2014	200.0	OMA	84580	Djikoroni	PPL	2014-07-01
5615	155	Mali	1926	Bamako	872	Djikoroni	65	Sorghum	26	XOF	15	Retail	5	KG	41791	6	2014	200.0	OMA	84580	Djikoroni	PPL	2014-06-01
5616	155	Mali	1926	Bamako	872	Djikoroni	65	Sorghum	26	XOF	15	Retail	5	KG	41760	5	2014	200.0	OMA	84580	Djikoroni	PPL	2014-05-01
5617	155	Mali	1926	Bamako	872	Djikoroni	65	Sorghum	26	XOF	15	Retail	5	KG	41730	4	2014	200.0	OMA	84580	Djikoroni	PPL	2014-04-01
5618	155	Mali	1926	Bamako	872	Djikoroni	65	Sorghum	26	XOF	15	Retail	5	KG	41699	3	2014	200.0	OMA	84580	Djikoroni	PPL	2014-03-01
5619	155	Mali	1926	Bamako	872	Djikoroni	65	Sorghum	26	XOF	15	Retail	5	KG	41671	2	2014	200.0	OMA	84580	Djikoroni	PPL	2014-02-01
5620	155	Mali	1926	Bamako	872	Djikoroni	65	Sorghum	26	XOF	15	Retail	5	KG	41640	1	2014	200.0	OMA	84580	Djikoroni	PPL	2014-01-01
5621	155	Mali	1926	Bamako	872	Djikoroni	65	Sorghum	26	XOF	15	Retail	5	KG	41609	12	2013	200.0	OMA	84580	Djikoroni	PPL	2013-12-01
5622	155	Mali	1926	Bamako	872	Djikoroni	65	Sorghum	26	XOF	15	Retail	5	KG	41579	11	2013	200.0	OMA	84580	Djikoroni	PPL	2013-11-01
5623	155	Mali	1926	Bamako	872	Djikoroni	65	Sorghum	26	XOF	15	Retail	5	KG	41548	10	2013	200.0	OMA	84580	Djikoroni	PPL	2013-10-01
5624	155	Mali	1926	Bamako	872	Djikoroni	65	Sorghum	26	XOF	15	Retail	5	KG	41518	9	2013	200.0	OMA	84580	Djikoroni	PPL	2013-09-01
5625	155	Mali	1926	Bamako	872	Djikoroni	65	Sorghum	26	XOF	15	Retail	5	KG	41487	8	2013	200.0	OMA	84580	Djikoroni	PPL	2013-08-01
5626	155	Mali	1926	Bamako	872	Djikoroni	65	Sorghum	26	XOF	15	Retail	5	KG	41456	7	2013	200.0	OMA	84580	Djikoroni	PPL	2013-07-01
5627	155	Mali	1926	Bamako	872	Djikoroni	65	Sorghum	26	XOF	15	Retail	5	KG	41426	6	2013	200.0	WFP	84580	Djikoroni	PPL	2013-06-01
5628	155	Mali	1926	Bamako	872	Djikoroni	65	Sorghum	26	XOF	15	Retail	5	KG	41395	5	2013	200.0	WFP	84580	Djikoroni	PPL	2013-05-01
5629	155	Mali	1926	Bamako	872	Djikoroni	65	Sorghum	26	XOF	15	Retail	5	KG	41365	4	2013	200.0	WFP	84580	Djikoroni	PPL	2013-04-01
5630	155	Mali	1926	Bamako	872	Djikoroni	65	Sorghum	26	XOF	15	Retail	5	KG	41334	3	2013	200.0	CSA	84580	Djikoroni	PPL	2013-03-01
5631	155	Mali	1926	Bamako	872	Djikoroni	65	Sorghum	26	XOF	15	Retail	5	KG	41306	2	2013	200.0	CSA	84580	Djikoroni	PPL	2013-02-01
5632	155	Mali	1926	Bamako	872	Djikoroni	65	Sorghum	26	XOF	15	Retail	5	KG	41275	1	2013	200.0	CSA	84580	Djikoroni	PPL	2013-01-01
5633	155	Mali	1926	Bamako	872	Djikoroni	65	Sorghum	26	XOF	15	Retail	5	KG	41214	11	2012	228.0	OMA	84580	Djikoroni	PPL	2012-11-01
5634	155	Mali	1926	Bamako	872	Djikoroni	65	Sorghum	26	XOF	15	Retail	5	KG	41183	10	2012	257.0	OMA	84580	Djikoroni	PPL	2012-10-01
5635	155	Mali	1926	Bamako	872	Djikoroni	65	Sorghum	26	XOF	15	Retail	5	KG	41153	9	2012	294.0	OMA	84580	Djikoroni	PPL	2012-09-01
5636	155	Mali	1926	Bamako	872	Djikoroni	65	Sorghum	26	XOF	15	Retail	5	KG	41122	8	2012	294.0	OMA	84580	Djikoroni	PPL	2012-08-01
5637	155	Mali	1926	Bamako	872	Djikoroni	65	Sorghum	26	XOF	15	Retail	5	KG	41091	7	2012	300.0	OMA	84580	Djikoroni	PPL	2012-07-01
5638	155	Mali	1926	Bamako	872	Djikoroni	65	Sorghum	26	XOF	15	Retail	5	KG	41061	6	2012	288.0	OMA	84580	Djikoroni	PPL	2012-06-01
5639	155	Mali	1926	Bamako	872	Djikoroni	65	Sorghum	26	XOF	15	Retail	5	KG	41030	5	2012	285.0	OMA	84580	Djikoroni	PPL	2012-05-01
5640	155	Mali	1926	Bamako	872	Djikoroni	65	Sorghum	26	XOF	15	Retail	5	KG	41000	4	2012	287.5	OMA	84580	Djikoroni	PPL	2012-04-01
5641	155	Mali	1926	Bamako	872	Djikoroni	65	Sorghum	26	XOF	15	Retail	5	KG	40969	3	2012	281.25	OMA	84580	Djikoroni	PPL	2012-03-01
5642	155	Mali	1926	Bamako	872	Djikoroni	65	Sorghum	26	XOF	15	Retail	5	KG	40940	2	2012	250.0	OMA	84580	Djikoroni	PPL	2012-02-01
5643	155	Mali	1926	Bamako	872	Djikoroni	65	Sorghum	26	XOF	15	Retail	5	KG	40909	1	2012	245.0	OMA	84580	Djikoroni	PPL	2012-01-01
5644	155	Mali	1926	Bamako	872	Djikoroni	65	Sorghum	26	XOF	15	Retail	5	KG	40848	11	2011	225.0	OMA	84580	Djikoroni	PPL	2011-11-01
5645	155	Mali	1926	Bamako	872	Djikoroni	65	Sorghum	26	XOF	15	Retail	5	KG	40817	10	2011	206.25	OMA	84580	Djikoroni	PPL	2011-10-01
5646	155	Mali	1926	Bamako	872	Djikoroni	65	Sorghum	26	XOF	15	Retail	5	KG	40787	9	2011	193.75	OMA	84580	Djikoroni	PPL	2011-09-01
5647	155	Mali	1926	Bamako	872	Djikoroni	65	Sorghum	26	XOF	15	Retail	5	KG	40756	8	2011	175.0	OMA	84580	Djikoroni	PPL	2011-08-01
5648	155	Mali	1926	Bamako	872	Djikoroni	65	Sorghum	26	XOF	15	Retail	5	KG	40725	7	2011	175.0	OMA	84580	Djikoroni	PPL	2011-07-01
5649	155	Mali	1926	Bamako	872	Djikoroni	65	Sorghum	26	XOF	15	Retail	5	KG	40695	6	2011	176.25	OMA	84580	Djikoroni	PPL	2011-06-01
5650	155	Mali	1926	Bamako	872	Djikoroni	65	Sorghum	26	XOF	15	Retail	5	KG	40664	5	2011	175.0	OMA	84580	Djikoroni	PPL	2011-05-01
5651	155	Mali	1926	Bamako	872	Djikoroni	65	Sorghum	26	XOF	15	Retail	5	KG	40634	4	2011	175.0	OMA	84580	Djikoroni	PPL	2011-04-01
5652	155	Mali	1926	Bamako	872	Djikoroni	65	Sorghum	26	XOF	15	Retail	5	KG	40603	3	2011	176.0	OMA	84580	Djikoroni	PPL	2011-03-01
5653	155	Mali	1926	Bamako	872	Djikoroni	65	Sorghum	26	XOF	15	Retail	5	KG	40575	2	2011	175.0	OMA	84580	Djikoroni	PPL	2011-02-01
5654	155	Mali	1926	Bamako	872	Djikoroni	65	Sorghum	26	XOF	15	Retail	5	KG	40544	1	2011	168.75	OMA	84580	Djikoroni	PPL	2011-01-01
5655	155	Mali	1926	Bamako	872	Djikoroni	65	Sorghum	26	XOF	15	Retail	5	KG	40513	12	2010	156.25	OMA	84580	Djikoroni	PPL	2010-12-01
5656	155	Mali	1926	Bamako	872	Djikoroni	65	Sorghum	26	XOF	15	Retail	5	KG	40483	11	2010	155.0	OMA	84580	Djikoroni	PPL	2010-11-01
5657	155	Mali	1926	Bamako	872	Djikoroni	65	Sorghum	26	XOF	15	Retail	5	KG	40452	10	2010	175.0	OMA	84580	Djikoroni	PPL	2010-10-01
5658	155	Mali	1926	Bamako	872	Djikoroni	65	Sorghum	26	XOF	15	Retail	5	KG	40422	9	2010	175.0	OMA	84580	Djikoroni	PPL	2010-09-01
5659	155	Mali	1926	Bamako	872	Djikoroni	65	Sorghum	26	XOF	15	Retail	5	KG	40391	8	2010	190.0	OMA	84580	Djikoroni	PPL	2010-08-01
5660	155	Mali	1926	Bamako	872	Djikoroni	65	Sorghum	26	XOF	15	Retail	5	KG	40360	7	2010	200.0	OMA	84580	Djikoroni	PPL	2010-07-01
5661	155	Mali	1926	Bamako	872	Djikoroni	65	Sorghum	26	XOF	15	Retail	5	KG	40330	6	2010	185.0	OMA	84580	Djikoroni	PPL	2010-06-01
5662	155	Mali	1926	Bamako	872	Djikoroni	65	Sorghum	26	XOF	15	Retail	5	KG	40299	5	2010	175.0	OMA	84580	Djikoroni	PPL	2010-05-01
5663	155	Mali	1926	Bamako	872	Djikoroni	65	Sorghum	26	XOF	15	Retail	5	KG	40269	4	2010	175.0	OMA	84580	Djikoroni	PPL	2010-04-01
5664	155	Mali	1926	Bamako	872	Djikoroni	65	Sorghum	26	XOF	15	Retail	5	KG	40238	3	2010	175.0	OMA	84580	Djikoroni	PPL	2010-03-01
5665	155	Mali	1926	Bamako	872	Djikoroni	65	Sorghum	26	XOF	15	Retail	5	KG	40210	2	2010	175.0	OMA	84580	Djikoroni	PPL	2010-02-01
5666	155	Mali	1926	Bamako	872	Djikoroni	65	Sorghum	26	XOF	15	Retail	5	KG	40179	1	2010	181.25	OMA	84580	Djikoroni	PPL	2010-01-01
5667	155	Mali	1926	Bamako	872	Djikoroni	65	Sorghum	26	XOF	15	Retail	5	KG	40148	12	2009	170.0	OMA	84580	Djikoroni	PPL	2009-12-01
5668	155	Mali	1926	Bamako	872	Djikoroni	65	Sorghum	26	XOF	15	Retail	5	KG	40118	11	2009	193.75	OMA	84580	Djikoroni	PPL	2009-11-01
