	country_code	country	localite	category	value	date	sources	link	sdr_id	sdr_name	sdr_level	ndate	cum_sum
1	GN	Guinea	Guekedou, Macenta, Nzerekore and Kissidougou	Deaths	59	41722	WHO	http://reliefweb.int/sites/reliefweb.int/files/resources/guinea_ebola_20140324-2.pdf	8	Nzerekore	ADM1	2014-03-24	59
3	GN	Guinea	( Guekedou, Macenta and Kissidougou	Deaths	60	41723	WHO	http://reliefweb.int/sites/reliefweb.int/files/resources/guinea_ebola_20140325.pdf	38	Gueckedou	ADM2	2014-03-25	119
5	GN	Guinea	( Guekedou, Macenta and Kissidougou)	Deaths	62	41724	WHO	http://reliefweb.int/report/guinea/fi-vre-h-morragique-virus-ebola-en-guin-e-mise-jour-26-mars-2014	38	Gueckedou	ADM2	2014-03-26	181
7	GN	Guinea	( Guekedou, Macenta and Kissidougou)	Deaths	66	41725	WHO	http://reliefweb.int/report/guinea/ebola-haemorrhagic-fever-guinea-situation-27-march-2014	38	Gueckedou	ADM2	2014-03-27	247
8	GN	Guinea	( Guekedou, Macenta,Kissidougou,Lofa,Kankan and Conakry)	Deaths	70	41726	WHO	http://reliefweb.int/report/guinea/situation-de-la-fi-vre-virale-h-morragique-ebola-en-guin-e-au-30-mars-2014	4	Kankan	ADM1	2014-03-28	317
17	GN	Guinea	National	Deaths	80	41729	Ministere de la Sante	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-1-avril-2014	0			2014-03-31	397
22	GN	Guinea	National	Deaths	83	41730	Ministere de la Sante	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-2-avril-2014-0	0			2014-04-01	480
24	GN	Guinea	Conakry	Deaths	5	41733	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-5-april-2014	2	Conakry	ADM1	2014-04-04	485
26	GN	Guinea	Dabola and Djingaraye	Deaths	3	41733	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-5-april-2014	14	Dabola	ADM2	2014-04-04	488
28	GN	Guinea	Gueckedou	Deaths	59	41733	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-5-april-2014	38	Gueckedou	ADM2	2014-04-04	547
30	GN	Guinea	Kissidougou	Deaths	5	41733	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-5-april-2014	17	Kissidougou	ADM2	2014-04-04	552
32	GN	Guinea	Macenta	Deaths	14	41733	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-5-april-2014	40	Macenta	ADM2	2014-04-04	566
35	GN	Guinea	National	Deaths	86	41733	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-5-april-2014	0			2014-04-04	652
37	GN	Guinea	Conakry	Deaths	6	41736	WHO	http://reliefweb.int/sites/reliefweb.int/files/resources/evd-20140407-final.pdf	2	Conakry	ADM1	2014-04-07	658
39	GN	Guinea	Dabola 	Deaths	3	41736	WHO	http://reliefweb.int/sites/reliefweb.int/files/resources/evd-20140407-final.pdf	14	Dabola	ADM2	2014-04-07	661
41	GN	Guinea	Dinguiraye 	Deaths	1	41736	WHO	http://reliefweb.int/sites/reliefweb.int/files/resources/evd-20140407-final.pdf	15	Dinguiraye	ADM2	2014-04-07	662
43	GN	Guinea	Gueckedou	Deaths	63	41736	WHO	http://reliefweb.int/sites/reliefweb.int/files/resources/evd-20140407-final.pdf	38	Gueckedou	ADM2	2014-04-07	725
45	GN	Guinea	Kissidougou	Deaths	6	41736	WHO	http://reliefweb.int/sites/reliefweb.int/files/resources/evd-20140407-final.pdf	17	Kissidougou	ADM2	2014-04-07	731
47	GN	Guinea	Macenta	Deaths	16	41736	WHO	http://reliefweb.int/sites/reliefweb.int/files/resources/evd-20140407-final.pdf	40	Macenta	ADM2	2014-04-07	747
49	GN	Guinea	National	Deaths	95	41736	Ministere de la Sante	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-7-avril-2014	0			2014-04-07	842
52	LR	Liberia	National	Deaths	10	41737	UNICEF	https://wca.humanitarianresponse.info/fr/system/files/documents/files/UNICEF-Liberia%20SitRep%20%2312%20Ebola%20Viral%20Disease%208%20April%202014_1.pdf	0			2014-04-08	852
55	LR	Liberia	National	Deaths	12	41738	UNICEF	https://wca.humanitarianresponse.info/fr/system/files/documents/files/UNICEF%20Liberia%20SitRep%20No.%2013%20Ebola%20Viral%20Disease%209%20April%202014_2.pdf	0			2014-04-09	864
57	GN	Guinea	National	Deaths	101	41739	WHO	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-10-april-2014	0			2014-04-10	965
59	LR	Liberia	Bong County	Deaths	0	41739	Gvt	https://wca.humanitarianresponse.info/fr/system/files/documents/files/Ebola%20Virus%20Disease%20Epidemic%20in%20Liberia%2010%20April%20report_2.pdf	5514	Bong	ADM1	2014-04-10	965
61	LR	Liberia	Grand Cape Mount	Deaths	0	41739	Gvt	https://wca.humanitarianresponse.info/fr/system/files/documents/files/Ebola%20Virus%20Disease%20Epidemic%20in%20Liberia%2010%20April%20report_2.pdf	5517	Grand Cape Mount	ADM1	2014-04-10	965
63	LR	Liberia	Lofa County	Deaths	9	41739	Gvt	https://wca.humanitarianresponse.info/fr/system/files/documents/files/Ebola%20Virus%20Disease%20Epidemic%20in%20Liberia%2010%20April%20report_2.pdf	5520	Lofa	ADM1	2014-04-10	974
65	LR	Liberia	Margibi County	Deaths	1	41739	Gvt	https://wca.humanitarianresponse.info/fr/system/files/documents/files/Ebola%20Virus%20Disease%20Epidemic%20in%20Liberia%2010%20April%20report_2.pdf	5521	Margibi	ADM1	2014-04-10	975
67	LR	Liberia	Montserrado County	Deaths	1	41739	Gvt	https://wca.humanitarianresponse.info/fr/system/files/documents/files/Ebola%20Virus%20Disease%20Epidemic%20in%20Liberia%2010%20April%20report_2.pdf	5523	Montserrado	ADM1	2014-04-10	976
70	LR	Liberia	National	Deaths	12	41739	Gvt	https://wca.humanitarianresponse.info/fr/system/files/documents/files/Ebola%20Virus%20Disease%20Epidemic%20in%20Liberia%2010%20April%20report_2.pdf	0			2014-04-10	988
72	LR	Liberia	Nimba County	Deaths	1	41739	Gvt	https://wca.humanitarianresponse.info/fr/system/files/documents/files/Ebola%20Virus%20Disease%20Epidemic%20in%20Liberia%2010%20April%20report_2.pdf	5524	Nimba	ADM1	2014-04-10	989
81	GN	Guinea	National	Deaths	106	41740	WHO	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-14-avril-2014	0			2014-04-11	1095
85	LR	Liberia	Bong County	Deaths	0	41742	Gvt	https://wca.humanitarianresponse.info/fr/system/files/documents/files/13aprilEbola%20Virus%20Disease%20Epidemic%20in%20Liberia.%20Sitrep%20No.11%281%29_0.pdf	5514	Bong	ADM1	2014-04-13	1095
87	LR	Liberia	Grand Cape Mount	Deaths	0	41742	Gvt	https://wca.humanitarianresponse.info/fr/system/files/documents/files/13aprilEbola%20Virus%20Disease%20Epidemic%20in%20Liberia.%20Sitrep%20No.11%281%29_0.pdf	5517	Grand Cape Mount	ADM1	2014-04-13	1095
89	LR	Liberia	Lofa County	Deaths	9	41742	Gvt	https://wca.humanitarianresponse.info/fr/system/files/documents/files/13aprilEbola%20Virus%20Disease%20Epidemic%20in%20Liberia.%20Sitrep%20No.11%281%29_0.pdf	5520	Lofa	ADM1	2014-04-13	1104
91	LR	Liberia	Margibi County	Deaths	2	41742	Gvt	https://wca.humanitarianresponse.info/fr/system/files/documents/files/13aprilEbola%20Virus%20Disease%20Epidemic%20in%20Liberia.%20Sitrep%20No.11%281%29_0.pdf	5521	Margibi	ADM1	2014-04-13	1106
93	LR	Liberia	Montserrado County	Deaths	1	41742	Gvt	https://wca.humanitarianresponse.info/fr/system/files/documents/files/13aprilEbola%20Virus%20Disease%20Epidemic%20in%20Liberia.%20Sitrep%20No.11%281%29_0.pdf	5523	Montserrado	ADM1	2014-04-13	1107
96	LR	Liberia	National	Deaths	13	41742	Gvt	https://wca.humanitarianresponse.info/fr/system/files/documents/files/13aprilEbola%20Virus%20Disease%20Epidemic%20in%20Liberia.%20Sitrep%20No.11%281%29_0.pdf	0			2014-04-13	1120
98	LR	Liberia	Nimba County	Deaths	1	41742	Gvt	https://wca.humanitarianresponse.info/fr/system/files/documents/files/13aprilEbola%20Virus%20Disease%20Epidemic%20in%20Liberia.%20Sitrep%20No.11%281%29_0.pdf	5524	Nimba	ADM1	2014-04-13	1121
100	GN	Guinea	National	Deaths	108	41743	WHO	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-14-avril-2014	0			2014-04-14	1229
102	GN	Guinea	Conakry	Deaths	16	41745	Ministere de la Sante	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-17-avril-2014	2	Conakry	ADM1	2014-04-16	1245
104	GN	Guinea	Dabola 	Deaths	4	41745	Ministere de la Sante	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-17-avril-2014	14	Dabola	ADM2	2014-04-16	1249
106	GN	Guinea	Dinguiraye 	Deaths	1	41745	Ministere de la Sante	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-17-avril-2014	15	Dinguiraye	ADM2	2014-04-16	1250
108	GN	Guinea	Gueckedou	Deaths	80	41745	Ministere de la Sante	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-17-avril-2014	38	Gueckedou	ADM2	2014-04-16	1330
110	GN	Guinea	Kissidougou	Deaths	5	41745	Ministere de la Sante	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-17-avril-2014	17	Kissidougou	ADM2	2014-04-16	1335
112	GN	Guinea	Macenta	Deaths	16	41745	Ministere de la Sante	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-17-avril-2014	40	Macenta	ADM2	2014-04-16	1351
115	GN	Guinea	National	Deaths	122	41745	Ministere de la Sante	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-17-avril-2014	0			2014-04-16	1473
119	LR	Liberia	Bong County	Deaths	0	41745	UNICEF	https://wca.humanitarianresponse.info/fr/system/files/documents/files/UNICEF%20Liberia%20SitRep16%20Ebola%20Viral%20Disease%2016Apr2014_1.pdf	5514	Bong	ADM1	2014-04-16	1473
121	LR	Liberia	Grand Cape Mount	Deaths	0	41745	UNICEF	https://wca.humanitarianresponse.info/fr/system/files/documents/files/UNICEF%20Liberia%20SitRep16%20Ebola%20Viral%20Disease%2016Apr2014_1.pdf	5517	Grand Cape Mount	ADM1	2014-04-16	1473
123	LR	Liberia	Lofa County	Deaths	9	41745	UNICEF	https://wca.humanitarianresponse.info/fr/system/files/documents/files/UNICEF%20Liberia%20SitRep16%20Ebola%20Viral%20Disease%2016Apr2014_1.pdf	5520	Lofa	ADM1	2014-04-16	1482
125	LR	Liberia	Margibi County	Deaths	2	41745	UNICEF	https://wca.humanitarianresponse.info/fr/system/files/documents/files/UNICEF%20Liberia%20SitRep16%20Ebola%20Viral%20Disease%2016Apr2014_1.pdf	5521	Margibi	ADM1	2014-04-16	1484
127	LR	Liberia	Montserrado County	Deaths	1	41745	UNICEF	https://wca.humanitarianresponse.info/fr/system/files/documents/files/UNICEF%20Liberia%20SitRep16%20Ebola%20Viral%20Disease%2016Apr2014_1.pdf	5523	Montserrado	ADM1	2014-04-16	1485
130	LR	Liberia	National	Deaths	13	41745	UNICEF	https://wca.humanitarianresponse.info/fr/system/files/documents/files/UNICEF%20Liberia%20SitRep16%20Ebola%20Viral%20Disease%2016Apr2014_1.pdf	0			2014-04-16	1498
132	LR	Liberia	Nimba County	Deaths	1	41745	UNICEF	https://wca.humanitarianresponse.info/fr/system/files/documents/files/UNICEF%20Liberia%20SitRep16%20Ebola%20Viral%20Disease%2016Apr2014_1.pdf	5524	Nimba	ADM1	2014-04-16	1499
134	GN	Guinea	Conakry	Deaths	20	41746	Ministere de la Sante	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-19-avril-2014	2	Conakry	ADM1	2014-04-17	1519
136	GN	Guinea	Dabola 	Deaths	4	41746	Ministere de la Sante	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-19-avril-2014	14	Dabola	ADM2	2014-04-17	1523
138	GN	Guinea	Dinguiraye 	Deaths	1	41746	Ministere de la Sante	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-19-avril-2014	15	Dinguiraye	ADM2	2014-04-17	1524
140	GN	Guinea	Gueckedou	Deaths	83	41746	Ministere de la Sante	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-19-avril-2014	38	Gueckedou	ADM2	2014-04-17	1607
142	GN	Guinea	Kissidougou	Deaths	5	41746	Ministere de la Sante	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-19-avril-2014	17	Kissidougou	ADM2	2014-04-17	1612
144	GN	Guinea	Macenta	Deaths	16	41746	Ministere de la Sante	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-19-avril-2014	40	Macenta	ADM2	2014-04-17	1628
147	GN	Guinea	National	Deaths	129	41746	Ministere de la Sante	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-19-avril-2014	0			2014-04-17	1757
150	LR	Liberia	National	Deaths	13	41747	Gvt	https://wca.humanitarianresponse.info/fr/system/files/documents/files/18th%20%20April%202014%20pdf%281%29_0.pdf	0			2014-04-18	1770
152	GN	Guinea	Conakry	Deaths	23	41749	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-22-april-2014	2	Conakry	ADM1	2014-04-20	1793
154	GN	Guinea	Dabola 	Deaths	4	41749	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-22-april-2014	14	Dabola	ADM2	2014-04-20	1797
156	GN	Guinea	Dinguiraye 	Deaths	1	41749	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-22-april-2014	15	Dinguiraye	ADM2	2014-04-20	1798
158	GN	Guinea	Gueckedou	Deaths	87	41749	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-22-april-2014	38	Gueckedou	ADM2	2014-04-20	1885
160	GN	Guinea	Kissidougou	Deaths	5	41749	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-22-april-2014	17	Kissidougou	ADM2	2014-04-20	1890
162	GN	Guinea	Macenta	Deaths	16	41749	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-22-april-2014	40	Macenta	ADM2	2014-04-20	1906
165	GN	Guinea	National	Deaths	136	41749	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-22-april-2014	0			2014-04-20	2042
168	LR	Liberia	National	Deaths	13	41750	UNICEF	https://wca.humanitarianresponse.info/fr/system/files/documents/files/UNICEF-Liberia%20SitRep%20%2318%20Ebola%20Viral%20Disease%2021%20April%202014_2.pdf	0			2014-04-21	2055
170	GN	Guinea	Conakry	Deaths	24	41752	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-25-april-2014	2	Conakry	ADM1	2014-04-23	2079
172	GN	Guinea	Dabola 	Deaths	4	41752	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-25-april-2014	14	Dabola	ADM2	2014-04-23	2083
174	GN	Guinea	Dinguiraye 	Deaths	1	41752	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-25-april-2014	15	Dinguiraye	ADM2	2014-04-23	2084
176	GN	Guinea	Gueckedou	Deaths	91	41752	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-25-april-2014	38	Gueckedou	ADM2	2014-04-23	2175
178	GN	Guinea	Kissidougou	Deaths	5	41752	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-25-april-2014	17	Kissidougou	ADM2	2014-04-23	2180
180	GN	Guinea	Macenta	Deaths	16	41752	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-25-april-2014	40	Macenta	ADM2	2014-04-23	2196
183	GN	Guinea	National	Deaths	141	41752	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-25-april-2014	0			2014-04-23	2337
185	LR	Liberia	Bong County	Deaths	0	41752	Gvt	https://wca.humanitarianresponse.info/fr/system/files/documents/files/24_april_Ebola%20Viral%20Disease-Sit%20Rep-%2016-%2024th%20%20April%202014_1.pdf	5514	Bong	ADM1	2014-04-23	2337
187	LR	Liberia	Grand Cape Mount	Deaths	0	41752	Gvt	https://wca.humanitarianresponse.info/fr/system/files/documents/files/24_april_Ebola%20Viral%20Disease-Sit%20Rep-%2016-%2024th%20%20April%202014_1.pdf	5517	Grand Cape Mount	ADM1	2014-04-23	2337
189	LR	Liberia	Grand Gedeh	Deaths	0	41752	Gvt	https://wca.humanitarianresponse.info/fr/system/files/documents/files/24_april_Ebola%20Viral%20Disease-Sit%20Rep-%2016-%2024th%20%20April%202014_1.pdf	5518	Grand Gedeh	ADM1	2014-04-23	2337
191	LR	Liberia	Lofa County	Deaths	7	41752	Gvt	https://wca.humanitarianresponse.info/fr/system/files/documents/files/24_april_Ebola%20Viral%20Disease-Sit%20Rep-%2016-%2024th%20%20April%202014_1.pdf	5520	Lofa	ADM1	2014-04-23	2344
193	LR	Liberia	Margibi County	Deaths	3	41752	Gvt	https://wca.humanitarianresponse.info/fr/system/files/documents/files/24_april_Ebola%20Viral%20Disease-Sit%20Rep-%2016-%2024th%20%20April%202014_1.pdf	5521	Margibi	ADM1	2014-04-23	2347
195	LR	Liberia	Montserrado County	Deaths	1	41752	Gvt	https://wca.humanitarianresponse.info/fr/system/files/documents/files/24_april_Ebola%20Viral%20Disease-Sit%20Rep-%2016-%2024th%20%20April%202014_1.pdf	5523	Montserrado	ADM1	2014-04-23	2348
198	LR	Liberia	National	Deaths	11	41752	Gvt	https://wca.humanitarianresponse.info/fr/system/files/documents/files/24_april_Ebola%20Viral%20Disease-Sit%20Rep-%2016-%2024th%20%20April%202014_1.pdf	0			2014-04-23	2359
200	LR	Liberia	Nimba County	Deaths	0	41752	Gvt	https://wca.humanitarianresponse.info/fr/system/files/documents/files/24_april_Ebola%20Viral%20Disease-Sit%20Rep-%2016-%2024th%20%20April%202014_1.pdf	5524	Nimba	ADM1	2014-04-23	2359
203	LR	Liberia	National	Deaths	11	41753	WHO	https://wca.humanitarianresponse.info/fr/system/files/documents/files/node-655734_3.pdf	0			2014-04-24	2370
205	GN	Guinea	Conakry	Deaths	24	41755	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-28-april-2014	2	Conakry	ADM1	2014-04-26	2394
207	GN	Guinea	Dabola 	Deaths	4	41755	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-28-april-2014	14	Dabola	ADM2	2014-04-26	2398
209	GN	Guinea	Dinguiraye 	Deaths	1	41755	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-28-april-2014	15	Dinguiraye	ADM2	2014-04-26	2399
211	GN	Guinea	Gueckedou	Deaths	93	41755	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-28-april-2014	38	Gueckedou	ADM2	2014-04-26	2492
213	GN	Guinea	Kissidougou	Deaths	5	41755	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-28-april-2014	17	Kissidougou	ADM2	2014-04-26	2497
215	GN	Guinea	Macenta	Deaths	16	41755	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-28-april-2014	40	Macenta	ADM2	2014-04-26	2513
218	GN	Guinea	National	Deaths	143	41755	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-update-28-april-2014	0			2014-04-26	2656
220	GN	Guinea	Conakry	Deaths	24	41760	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-2-may-2014	2	Conakry	ADM1	2014-05-01	2680
222	GN	Guinea	Dabola 	Deaths	4	41760	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-2-may-2014	14	Dabola	ADM2	2014-05-01	2684
224	GN	Guinea	Dinguiraye 	Deaths	1	41760	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-2-may-2014	15	Dinguiraye	ADM2	2014-05-01	2685
226	GN	Guinea	Gueckedou	Deaths	99	41760	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-2-may-2014	38	Gueckedou	ADM2	2014-05-01	2784
228	GN	Guinea	Kissidougou	Deaths	5	41760	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-2-may-2014	17	Kissidougou	ADM2	2014-05-01	2789
230	GN	Guinea	Macenta	Deaths	16	41760	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-2-may-2014	40	Macenta	ADM2	2014-05-01	2805
233	GN	Guinea	National	Deaths	149	41760	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-2-may-2014	0			2014-05-01	2954
240	LR	Liberia	National	Deaths	11	41761	UNICEF	https://wca.humanitarianresponse.info/fr/system/files/documents/files/UNICEF%20Liberia%20Ebola%20Virus%20Disease%20SitRep%2020_0.pdf	0			2014-05-02	2965
243	GN	Guinea	Conakry	Deaths	24	41762	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-5-may-2014	2	Conakry	ADM1	2014-05-03	2989
245	GN	Guinea	Dabola 	Deaths	4	41762	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-5-may-2014	14	Dabola	ADM2	2014-05-03	2993
247	GN	Guinea	Dinguiraye 	Deaths	1	41762	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-5-may-2014	15	Dinguiraye	ADM2	2014-05-03	2994
249	GN	Guinea	Gueckedou	Deaths	105	41762	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-5-may-2014	38	Gueckedou	ADM2	2014-05-03	3099
251	GN	Guinea	Kissidougou	Deaths	5	41762	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-5-may-2014	17	Kissidougou	ADM2	2014-05-03	3104
253	GN	Guinea	Macenta	Deaths	16	41762	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-5-may-2014	40	Macenta	ADM2	2014-05-03	3120
256	GN	Guinea	National	Deaths	155	41762	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-5-may-2014	0			2014-05-03	3275
258	GN	Guinea	Conakry	Deaths	24	41764	Ministere de la Sante	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-8-mai-2014	2	Conakry	ADM1	2014-05-05	3299
260	GN	Guinea	Dabola 	Deaths	4	41764	Ministere de la Sante	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-8-mai-2014	14	Dabola	ADM2	2014-05-05	3303
262	GN	Guinea	Dinguiraye 	Deaths	1	41764	Ministere de la Sante	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-8-mai-2014	15	Dinguiraye	ADM2	2014-05-05	3304
264	GN	Guinea	Gueckedou	Deaths	107	41764	Ministere de la Sante	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-8-mai-2014	38	Gueckedou	ADM2	2014-05-05	3411
266	GN	Guinea	Kissidougou	Deaths	5	41764	Ministere de la Sante	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-8-mai-2014	17	Kissidougou	ADM2	2014-05-05	3416
268	GN	Guinea	Macenta	Deaths	16	41764	Ministere de la Sante	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-8-mai-2014	40	Macenta	ADM2	2014-05-05	3432
271	GN	Guinea	National	Deaths	157	41764	Ministere de la Sante	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-8-mai-2014	0			2014-05-05	3589
273	GN	Guinea	Conakry	Deaths	24	41766	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-9-may-2014	2	Conakry	ADM1	2014-05-07	3613
275	GN	Guinea	Dabola 	Deaths	4	41766	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-9-may-2014	14	Dabola	ADM2	2014-05-07	3617
277	GN	Guinea	Dinguiraye 	Deaths	1	41766	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-9-may-2014	15	Dinguiraye	ADM2	2014-05-07	3618
279	GN	Guinea	Gueckedou	Deaths	108	41766	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-9-may-2014	38	Gueckedou	ADM2	2014-05-07	3726
281	GN	Guinea	Kissidougou	Deaths	5	41766	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-9-may-2014	17	Kissidougou	ADM2	2014-05-07	3731
283	GN	Guinea	Macenta	Deaths	16	41766	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-9-may-2014	40	Macenta	ADM2	2014-05-07	3747
286	GN	Guinea	National	Deaths	158	41766	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-9-may-2014	0			2014-05-07	3905
292	LR	Liberia	National	Deaths	11	41768	UNICEF	https://wca.humanitarianresponse.info/fr/system/files/documents/files/UNICEF%20Liberia%20SitRep%20%2321%20Ebola%20Viral%20Disease%20-%209%20May%202014_1.pdf	0			2014-05-09	3916
295	GN	Guinea	Conakry	Deaths	24	41769	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-10-may-2014	2	Conakry	ADM1	2014-05-10	3940
297	GN	Guinea	Dabola 	Deaths	4	41769	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-10-may-2014	14	Dabola	ADM2	2014-05-10	3944
299	GN	Guinea	Dinguiraye 	Deaths	1	41769	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-10-may-2014	15	Dinguiraye	ADM2	2014-05-10	3945
301	GN	Guinea	Gueckedou	Deaths	106	41769	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-10-may-2014	38	Gueckedou	ADM2	2014-05-10	4051
303	GN	Guinea	Kissidougou	Deaths	5	41769	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-10-may-2014	17	Kissidougou	ADM2	2014-05-10	4056
305	GN	Guinea	Macenta	Deaths	17	41769	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-10-may-2014	40	Macenta	ADM2	2014-05-10	4073
