	country_code	country	localite	category	value	date	sources	link	sdr_id	sdr_name	sdr_level	ndate	cum_sum
1905	SL	Sierra Leone	Kailahun	Deaths	219	41876	Gvt	http://reliefweb.int/sites/reliefweb.int/files/resources/Ebola-Situation-Report_Vol-90.pdf	8626	Kailahun	ADM2	2014-08-25	36707
1910	SL	Sierra Leone	Kambia	Deaths	0	41876	Gvt	http://reliefweb.int/sites/reliefweb.int/files/resources/Ebola-Situation-Report_Vol-90.pdf	8627	Kambia	ADM2	2014-08-25	36707
1915	SL	Sierra Leone	Kenema	Deaths	155	41876	Gvt	http://reliefweb.int/sites/reliefweb.int/files/resources/Ebola-Situation-Report_Vol-90.pdf	8628	Kenema	ADM2	2014-08-25	36862
1920	SL	Sierra Leone	Koinadugu	Deaths	0	41876	Gvt	http://reliefweb.int/sites/reliefweb.int/files/resources/Ebola-Situation-Report_Vol-90.pdf	8629	Koinadugu	ADM2	2014-08-25	36862
1925	SL	Sierra Leone	Kono	Deaths	1	41876	Gvt	http://reliefweb.int/sites/reliefweb.int/files/resources/Ebola-Situation-Report_Vol-90.pdf	8630	Kono	ADM2	2014-08-25	36863
1930	SL	Sierra Leone	Moyamba	Deaths	4	41876	Gvt	http://reliefweb.int/sites/reliefweb.int/files/resources/Ebola-Situation-Report_Vol-90.pdf	8631	Moyamba	ADM2	2014-08-25	36867
1935	SL	Sierra Leone	National	Deaths	400	41876	Gvt	http://reliefweb.int/sites/reliefweb.int/files/resources/Ebola-Situation-Report_Vol-90.pdf	0			2014-08-25	37267
1940	SL	Sierra Leone	Port Loko	Deaths	4	41876	Gvt	http://reliefweb.int/sites/reliefweb.int/files/resources/Ebola-Situation-Report_Vol-90.pdf	8632	Port Loko	ADM2	2014-08-25	37271
1945	SL	Sierra Leone	Pujehun	Deaths	0	41876	Gvt	http://reliefweb.int/sites/reliefweb.int/files/resources/Ebola-Situation-Report_Vol-90.pdf	8633	Pujehun	ADM2	2014-08-25	37271
1950	SL	Sierra Leone	Tonkolili	Deaths	1	41876	Gvt	http://reliefweb.int/sites/reliefweb.int/files/resources/Ebola-Situation-Report_Vol-90.pdf	8634	Tonkolili	ADM2	2014-08-25	37272
1955	SL	Sierra Leone	Western area rural	Deaths	0	41876	Gvt	http://reliefweb.int/sites/reliefweb.int/files/resources/Ebola-Situation-Report_Vol-90.pdf	149746	Western Area Rural	ADM2	2014-08-25	37272
1960	SL	Sierra Leone	Western area urban	Deaths	4	41876	Gvt	http://reliefweb.int/sites/reliefweb.int/files/resources/Ebola-Situation-Report_Vol-90.pdf	149745	Western Area Urban	ADM2	2014-08-25	37276
1965	GN	Guinea	Boffa	Deaths	16	41877	Gvt	Sitrep N132 du 26 Aout	9	Boffa	ADM2	2014-08-26	37292
1970	GN	Guinea	Conakry	Deaths	48	41877	Gvt	Sitrep N132 du 26 Aout	2	Conakry	ADM1	2014-08-26	37340
1975	GN	Guinea	Dabola	Deaths	4	41877	Gvt	Sitrep N132 du 26 Aout	14	Dabola	ADM2	2014-08-26	37344
1980	GN	Guinea	Dinguiraye	Deaths	1	41877	Gvt	Sitrep N132 du 26 Aout	15	Dinguiraye	ADM2	2014-08-26	37345
1985	GN	Guinea	Dubreka	Deaths	1	41877	Gvt	Sitrep N132 du 26 Aout	24	Dubreka	ADM2	2014-08-26	37346
1990	GN	Guinea	Gueckedou	Deaths	267	41877	Gvt	Sitrep N132 du 26 Aout	38	Gueckedou	ADM2	2014-08-26	37613
1995	GN	Guinea	Kissidougou	Deaths	5	41877	Gvt	Sitrep N132 du 26 Aout	17	Kissidougou	ADM2	2014-08-26	37618
2000	GN	Guinea	Kouroussa	Deaths	4	41877	Gvt	Sitrep N132 du 26 Aout	20	Kouroussa	ADM2	2014-08-26	37622
2005	GN	Guinea	Macenta	Deaths	63	41877	Gvt	Sitrep N132 du 26 Aout	40	Macenta	ADM2	2014-08-26	37685
2010	GN	Guinea	National	Deaths	435	41877	Gvt	Sitrep N132 du 26 Aout	0			2014-08-26	38120
2015	GN	Guinea	Nzerekore	Deaths	6	41877	Gvt	Sitrep N132 du 26 Aout	8	Nzerekore	ADM1	2014-08-26	38126
2020	GN	Guinea	Pita	Deaths	3	41877	Gvt	Sitrep N132 du 26 Aout	36	Pita	ADM2	2014-08-26	38129
2025	GN	Guinea	Siguiri	Deaths	3	41877	Gvt	Sitrep N132 du 26 Aout	22	Siguiri	ADM2	2014-08-26	38132
2030	GN	Guinea	Telimele	Deaths	10	41877	Gvt	Sitrep N132 du 26 Aout	28	Telimele	ADM2	2014-08-26	38142
2035	GN	Guinea	Yomou	Deaths	4	41877	Gvt	Sitrep N132 du 26 Aout	42	Yomou	ADM2	2014-08-26	38146
2040	LR	Liberia	Bomi County	Deaths	29	41877	Gvt	Sitrep N103 du 26Aout	5513	Bomi	ADM1	2014-08-26	38175
2045	LR	Liberia	Bong County	Deaths	40	41877	Gvt	Sitrep N103 du 26Aout	5514	Bong	ADM1	2014-08-26	38215
2050	LR	Liberia	Grand Bassa	Deaths	2	41877	Gvt	Sitrep N103 du 26Aout	5516	Grand Bassa	ADM1	2014-08-26	38217
2055	LR	Liberia	Grand Cape Mount	Deaths	7	41877	Gvt	Sitrep N103 du 26Aout	5517	Grand Cape Mount	ADM1	2014-08-26	38224
2060	LR	Liberia	Grand Gedeh	Deaths	1	41877	Gvt	Sitrep N103 du 26Aout	5518	Grand Gedeh	ADM1	2014-08-26	38225
2065	LR	Liberia	Lofa County	Deaths	278	41877	Gvt	Sitrep N103 du 26Aout	5520	Lofa	ADM1	2014-08-26	38503
2070	LR	Liberia	Margibi County	Deaths	93	41877	Gvt	Sitrep N103 du 26Aout	5521	Margibi	ADM1	2014-08-26	38596
2075	LR	Liberia	Montserrado County	Deaths	313	41877	Gvt	Sitrep N103 du 26Aout	5523	Montserrado	ADM1	2014-08-26	38909
2080	LR	Liberia	National	Deaths	823	41877	Gvt	Sitrep N103 du 26Aout	0			2014-08-26	39732
2085	LR	Liberia	Nimba County	Deaths	54	41877	Gvt	Sitrep N103 du 26Aout	5524	Nimba	ADM1	2014-08-26	39786
2090	LR	Liberia	River Gee County	Deaths	5	41877	Gvt	Sitrep N103 du 26Aout	5525	River Gee	ADM1	2014-08-26	39791
2095	LR	Liberia	RiverCess County	Deaths	1	41877	Gvt	Sitrep N103 du 26Aout	10714	Rivercess	ADM1	2014-08-26	39792
2100	LR	Liberia	Sinoe County	Deaths	0	41877	Gvt	Sitrep N103 du 26Aout	5526	Sinoe	ADM1	2014-08-26	39792
2105	SL	Sierra Leone	Bo	Deaths	10	41877	Gvt	Sitrep 27Aug	8625	Bo	ADM2	2014-08-26	39802
2110	SL	Sierra Leone	Bombali	Deaths	2	41877	Gvt	Sitrep 27Aug	8623	Bombali	ADM2	2014-08-26	39804
2115	SL	Sierra Leone	Bonthe	Deaths	0	41877	Gvt	Sitrep 27Aug	8624	Bonthe	ADM2	2014-08-26	39804
2120	SL	Sierra Leone	Kailahun	Deaths	259	41877	Gvt	Sitrep 27Aug	8626	Kailahun	ADM2	2014-08-26	40063
2125	SL	Sierra Leone	Kambia	Deaths	0	41877	Gvt	Sitrep 27Aug	8627	Kambia	ADM2	2014-08-26	40063
2130	SL	Sierra Leone	Kenema	Deaths	162	41877	Gvt	Sitrep 27Aug	8628	Kenema	ADM2	2014-08-26	40225
2135	SL	Sierra Leone	Koinadugu	Deaths	0	41877	Gvt	Sitrep 27Aug	8629	Koinadugu	ADM2	2014-08-26	40225
2140	SL	Sierra Leone	Kono	Deaths	1	41877	Gvt	Sitrep 27Aug	8630	Kono	ADM2	2014-08-26	40226
2145	SL	Sierra Leone	Moyamba	Deaths	4	41877	Gvt	Sitrep 27Aug	8631	Moyamba	ADM2	2014-08-26	40230
2150	SL	Sierra Leone	National	Deaths	447	41877	Gvt	Sitrep 27Aug	0			2014-08-26	40677
2155	SL	Sierra Leone	Port Loko	Deaths	4	41877	Gvt	Sitrep 27Aug	8632	Port Loko	ADM2	2014-08-26	40681
2160	SL	Sierra Leone	Pujehun	Deaths	0	41877	Gvt	Sitrep 27Aug	8633	Pujehun	ADM2	2014-08-26	40681
2165	SL	Sierra Leone	Tonkolili	Deaths	1	41877	Gvt	Sitrep 27Aug	8634	Tonkolili	ADM2	2014-08-26	40682
2170	SL	Sierra Leone	Western Area Rural	Deaths	0	41877	Gvt	Sitrep 27Aug	149746	Western Area Rural	ADM2	2014-08-26	40682
2175	SL	Sierra Leone	Western Area Urban	Deaths	4	41877	Gvt	Sitrep 27Aug	149745	Western Area Urban	ADM2	2014-08-26	40686
2180	GN	Guinea	Boffa	Deaths	16	41878	Gvt	Sitrep N133 du 27 Aout	9	Boffa	ADM2	2014-08-27	40702
2185	GN	Guinea	Conakry	Deaths	49	41878	Gvt	Sitrep N133 du 27 Aout	2	Conakry	ADM1	2014-08-27	40751
2190	GN	Guinea	Dabola	Deaths	4	41878	Gvt	Sitrep N133 du 27 Aout	14	Dabola	ADM2	2014-08-27	40755
2195	GN	Guinea	Dinguiraye	Deaths	1	41878	Gvt	Sitrep N133 du 27 Aout	15	Dinguiraye	ADM2	2014-08-27	40756
2200	GN	Guinea	Dubreka	Deaths	1	41878	Gvt	Sitrep N133 du 27 Aout	24	Dubreka	ADM2	2014-08-27	40757
2205	GN	Guinea	Gueckedou	Deaths	268	41878	Gvt	Sitrep N133 du 27 Aout	38	Gueckedou	ADM2	2014-08-27	41025
2210	GN	Guinea	Kissidougou	Deaths	6	41878	Gvt	Sitrep N133 du 27 Aout	17	Kissidougou	ADM2	2014-08-27	41031
2215	GN	Guinea	Kouroussa	Deaths	4	41878	Gvt	Sitrep N133 du 27 Aout	20	Kouroussa	ADM2	2014-08-27	41035
2220	GN	Guinea	Macenta	Deaths	64	41878	Gvt	Sitrep N133 du 27 Aout	40	Macenta	ADM2	2014-08-27	41099
2225	GN	Guinea	National	Deaths	438	41878	Gvt	Sitrep N133 du 27 Aout	0			2014-08-27	41537
2230	GN	Guinea	Nzerekore	Deaths	6	41878	Gvt	Sitrep N133 du 27 Aout	8	Nzerekore	ADM1	2014-08-27	41543
2235	GN	Guinea	Pita	Deaths	3	41878	Gvt	Sitrep N133 du 27 Aout	36	Pita	ADM2	2014-08-27	41546
2240	GN	Guinea	Siguiri	Deaths	3	41878	Gvt	Sitrep N133 du 27 Aout	22	Siguiri	ADM2	2014-08-27	41549
2245	GN	Guinea	Telimele	Deaths	10	41878	Gvt	Sitrep N133 du 27 Aout	28	Telimele	ADM2	2014-08-27	41559
2250	GN	Guinea	Yomou	Deaths	3	41878	Gvt	Sitrep N133 du 27 Aout	42	Yomou	ADM2	2014-08-27	41562
2255	NG	Nigeria	Lagos	Deaths	7	41878	Gvt	Sitrep 28 du 27Aout	7848	Lagos	ADM1	2014-08-27	41569
2260	NG	Nigeria	National	Deaths	7	41878	Gvt	Sitrep 28 du 27Aout	0			2014-08-27	41576
2265	GN	Guinea	Boffa	Deaths	16	41879	Gvt	Sitrep N 135 29Aug	9	Boffa	ADM2	2014-08-28	41592
2270	GN	Guinea	Conakry	Deaths	53	41879	Gvt	Sitrep N 135 29Aug	2	Conakry	ADM1	2014-08-28	41645
2275	GN	Guinea	Dabola	Deaths	4	41879	Gvt	Sitrep N 135 29Aug	14	Dabola	ADM2	2014-08-28	41649
2280	GN	Guinea	Dinguiraye	Deaths	1	41879	Gvt	Sitrep N 135 29Aug	15	Dinguiraye	ADM2	2014-08-28	41650
2285	GN	Guinea	Dubreka	Deaths	1	41879	Gvt	Sitrep N 135 29Aug	24	Dubreka	ADM2	2014-08-28	41651
2290	GN	Guinea	Forécariah	Deaths	2	41879	Gvt	Sitrep N 135 29Aug	0			2014-08-28	41653
2295	GN	Guinea	Gueckedou	Deaths	270	41879	Gvt	Sitrep N 135 29Aug	38	Gueckedou	ADM2	2014-08-28	41923
2300	GN	Guinea	Kissidougou	Deaths	6	41879	Gvt	Sitrep N 135 29Aug	17	Kissidougou	ADM2	2014-08-28	41929
2305	GN	Guinea	Kouroussa	Deaths	4	41879	Gvt	Sitrep N 135 29Aug	20	Kouroussa	ADM2	2014-08-28	41933
2310	GN	Guinea	Macenta	Deaths	78	41879	Gvt	Sitrep N 135 29Aug	40	Macenta	ADM2	2014-08-28	42011
2315	GN	Guinea	National	Deaths	460	41879	Gvt	Sitrep N 135 29Aug	0			2014-08-28	42471
2320	GN	Guinea	Nzerekore	Deaths	6	41879	Gvt	Sitrep N 135 29Aug	8	Nzerekore	ADM1	2014-08-28	42477
2325	GN	Guinea	Pita	Deaths	3	41879	Gvt	Sitrep N 135 29Aug	36	Pita	ADM2	2014-08-28	42480
2330	GN	Guinea	Siguiri	Deaths	3	41879	Gvt	Sitrep N 135 29Aug	22	Siguiri	ADM2	2014-08-28	42483
2335	GN	Guinea	Telimele	Deaths	10	41879	Gvt	Sitrep N 135 29Aug	28	Telimele	ADM2	2014-08-28	42493
2340	GN	Guinea	Yomou	Deaths	3	41879	Gvt	Sitrep N 135 29Aug	42	Yomou	ADM2	2014-08-28	42496
2345	LR	Liberia	Bomi County	Deaths	33	41879	Gvt	Sitrep 105 28Aug	5513	Bomi	ADM1	2014-08-28	42529
2350	LR	Liberia	Bong County	Deaths	41	41879	Gvt	Sitrep 105 28Aug	5514	Bong	ADM1	2014-08-28	42570
2355	LR	Liberia	Gbarpolu County 	Deaths	0	41879	Gvt	Sitrep 105 28Aug	5515	Gbarpolu	ADM1	2014-08-28	42570
2360	LR	Liberia	Grand Bassa	Deaths	12	41879	Gvt	Sitrep 105 28Aug	5516	Grand Bassa	ADM1	2014-08-28	42582
2365	LR	Liberia	Grand Cape Mount	Deaths	7	41879	Gvt	Sitrep 105 28Aug	5517	Grand Cape Mount	ADM1	2014-08-28	42589
2370	LR	Liberia	Grand Gedeh	Deaths	2	41879	Gvt	Sitrep 105 28Aug	5518	Grand Gedeh	ADM1	2014-08-28	42591
2375	LR	Liberia	Lofa County	Deaths	293	41879	Gvt	Sitrep 105 28Aug	5520	Lofa	ADM1	2014-08-28	42884
2380	LR	Liberia	Margibi County	Deaths	97	41879	Gvt	Sitrep 105 28Aug	5521	Margibi	ADM1	2014-08-28	42981
2385	LR	Liberia	Montserrado County	Deaths	335	41879	Gvt	Sitrep 105 28Aug	5523	Montserrado	ADM1	2014-08-28	43316
2390	LR	Liberia	National	Deaths	885	41879	Gvt	Sitrep 105 28Aug	0			2014-08-28	44201
2395	LR	Liberia	Nimba County	Deaths	59	41879	Gvt	Sitrep 105 28Aug	5524	Nimba	ADM1	2014-08-28	44260
2400	LR	Liberia	River Gee County	Deaths	5	41879	Gvt	Sitrep 105 28Aug	5525	River Gee	ADM1	2014-08-28	44265
2405	LR	Liberia	RiverCess County	Deaths	1	41879	Gvt	Sitrep 105 28Aug	10714	Rivercess	ADM1	2014-08-28	44266
2410	LR	Liberia	Sinoe County	Deaths	0	41879	Gvt	Sitrep 105 28Aug	5526	Sinoe	ADM1	2014-08-28	44266
2415	NG	Nigeria	Lagos	Deaths	6	41879	Gvt	Sitrep N 29 28Aug	7848	Lagos	ADM1	2014-08-28	44272
2420	NG	Nigeria	National	Deaths	7	41879	Gvt	Sitrep N 29 28Aug	0			2014-08-28	44279
2425	NG	Nigeria	Rivers	Deaths	1	41879	Gvt	Sitrep N 29 28Aug	7856	Rivers	ADM1	2014-08-28	44280
2430	SL	Sierra Leone	Bo	Deaths	10	41879	Gvt	Sitrep 29Aug	8625	Bo	ADM2	2014-08-28	44290
2435	SL	Sierra Leone	Bombali	Deaths	2	41879	Gvt	Sitrep 29Aug	8623	Bombali	ADM2	2014-08-28	44292
2440	SL	Sierra Leone	Bonthe	Deaths	0	41879	Gvt	Sitrep 29Aug	8624	Bonthe	ADM2	2014-08-28	44292
2445	SL	Sierra Leone	Kailahun	Deaths	263	41879	Gvt	Sitrep 29Aug	8626	Kailahun	ADM2	2014-08-28	44555
2450	SL	Sierra Leone	Kambia	Deaths	0	41879	Gvt	Sitrep 29Aug	8627	Kambia	ADM2	2014-08-28	44555
2455	SL	Sierra Leone	Kenema	Deaths	166	41879	Gvt	Sitrep 29Aug	8628	Kenema	ADM2	2014-08-28	44721
2460	SL	Sierra Leone	Koinadugu	Deaths	0	41879	Gvt	Sitrep 29Aug	8629	Koinadugu	ADM2	2014-08-28	44721
2465	SL	Sierra Leone	Kono	Deaths	1	41879	Gvt	Sitrep 29Aug	8630	Kono	ADM2	2014-08-28	44722
2470	SL	Sierra Leone	Moyamba	Deaths	4	41879	Gvt	Sitrep 29Aug	8631	Moyamba	ADM2	2014-08-28	44726
2475	SL	Sierra Leone	National	Deaths	455	41879	Gvt	Sitrep 29Aug	0			2014-08-28	45181
2480	SL	Sierra Leone	Port Loko	Deaths	4	41879	Gvt	Sitrep 29Aug	8632	Port Loko	ADM2	2014-08-28	45185
2485	SL	Sierra Leone	Pujehun	Deaths	0	41879	Gvt	Sitrep 29Aug	8633	Pujehun	ADM2	2014-08-28	45185
2490	SL	Sierra Leone	Tonkolili	Deaths	1	41879	Gvt	Sitrep 29Aug	8634	Tonkolili	ADM2	2014-08-28	45186
2495	SL	Sierra Leone	Western Area Rural	Deaths	0	41879	Gvt	Sitrep 29Aug	149746	Western Area Rural	ADM2	2014-08-28	45186
2500	SL	Sierra Leone	Western Area Urban	Deaths	4	41879	Gvt	Sitrep 29Aug	149745	Western Area Urban	ADM2	2014-08-28	45190
2505	GN	Guinea	Boffa	Deaths	16	41880	Gvt	Sitrep N 136 30Aug	9	Boffa	ADM2	2014-08-29	45206
2510	GN	Guinea	Conakry	Deaths	55	41880	Gvt	Sitrep N 136 30Aug	2	Conakry	ADM1	2014-08-29	45261
2515	GN	Guinea	Dabola	Deaths	4	41880	Gvt	Sitrep N 136 30Aug	14	Dabola	ADM2	2014-08-29	45265
2520	GN	Guinea	Dinguiraye	Deaths	1	41880	Gvt	Sitrep N 136 30Aug	15	Dinguiraye	ADM2	2014-08-29	45266
2525	GN	Guinea	Dubreka	Deaths	2	41880	Gvt	Sitrep N 136 30Aug	24	Dubreka	ADM2	2014-08-29	45268
2530	GN	Guinea	Forécariah	Deaths	3	41880	Gvt	Sitrep N 136 30Aug	0			2014-08-29	45271
2535	GN	Guinea	Gueckedou	Deaths	271	41880	Gvt	Sitrep N 136 30Aug	38	Gueckedou	ADM2	2014-08-29	45542
2540	GN	Guinea	Kissidougou	Deaths	6	41880	Gvt	Sitrep N 136 30Aug	17	Kissidougou	ADM2	2014-08-29	45548
2545	GN	Guinea	Kouroussa	Deaths	4	41880	Gvt	Sitrep N 136 30Aug	20	Kouroussa	ADM2	2014-08-29	45552
2550	GN	Guinea	Macenta	Deaths	80	41880	Gvt	Sitrep N 136 30Aug	40	Macenta	ADM2	2014-08-29	45632
2555	GN	Guinea	National	Deaths	468	41880	Gvt	Sitrep N 136 30Aug	0			2014-08-29	46100
2560	GN	Guinea	Nzerekore	Deaths	6	41880	Gvt	Sitrep N 136 30Aug	8	Nzerekore	ADM1	2014-08-29	46106
2565	GN	Guinea	Pita	Deaths	4	41880	Gvt	Sitrep N 136 30Aug	36	Pita	ADM2	2014-08-29	46110
2570	GN	Guinea	Siguiri	Deaths	3	41880	Gvt	Sitrep N 136 30Aug	22	Siguiri	ADM2	2014-08-29	46113
2575	GN	Guinea	Telimele	Deaths	10	41880	Gvt	Sitrep N 136 30Aug	28	Telimele	ADM2	2014-08-29	46123
2580	GN	Guinea	Yomou	Deaths	3	41880	Gvt	Sitrep N 136 30Aug	42	Yomou	ADM2	2014-08-29	46126
2585	LR	Liberia	Bomi County	Deaths	33	41880	Gvt	Sitrep 106 29 Aug	5513	Bomi	ADM1	2014-08-29	46159
2590	LR	Liberia	Bong County	Deaths	41	41880	Gvt	Sitrep 106 29 Aug	5514	Bong	ADM1	2014-08-29	46200
2595	LR	Liberia	Gbarpolu County 	Deaths	0	41880	Gvt	Sitrep 106 29 Aug	5515	Gbarpolu	ADM1	2014-08-29	46200
2600	LR	Liberia	Grand Bassa	Deaths	12	41880	Gvt	Sitrep 106 29 Aug	5516	Grand Bassa	ADM1	2014-08-29	46212
2605	LR	Liberia	Grand Cape Mount	Deaths	7	41880	Gvt	Sitrep 106 29 Aug	5517	Grand Cape Mount	ADM1	2014-08-29	46219
2610	LR	Liberia	Grand Gedeh	Deaths	2	41880	Gvt	Sitrep 106 29 Aug	5518	Grand Gedeh	ADM1	2014-08-29	46221
2615	LR	Liberia	Lofa County	Deaths	300	41880	Gvt	Sitrep 106 29 Aug	5520	Lofa	ADM1	2014-08-29	46521
2620	LR	Liberia	Margibi County	Deaths	104	41880	Gvt	Sitrep 106 29 Aug	5521	Margibi	ADM1	2014-08-29	46625
2625	LR	Liberia	Montserrado County	Deaths	341	41880	Gvt	Sitrep 106 29 Aug	5523	Montserrado	ADM1	2014-08-29	46966
2630	LR	Liberia	National	Deaths	907	41880	Gvt	Sitrep 106 29 Aug	0			2014-08-29	47873
2635	LR	Liberia	Nimba County	Deaths	61	41880	Gvt	Sitrep 106 29 Aug	5524	Nimba	ADM1	2014-08-29	47934
2640	LR	Liberia	River Gee County	Deaths	5	41880	Gvt	Sitrep 106 29 Aug	5525	River Gee	ADM1	2014-08-29	47939
2645	LR	Liberia	RiverCess County	Deaths	1	41880	Gvt	Sitrep 106 29 Aug	10714	Rivercess	ADM1	2014-08-29	47940
2650	LR	Liberia	Sinoe County	Deaths	0	41880	Gvt	Sitrep 106 29 Aug	5526	Sinoe	ADM1	2014-08-29	47940
2659	GN	Guinea	Boffa	Deaths	16	41881	Gvt	Sitrep N 137 31Aug	9	Boffa	ADM2	2014-08-30	47956
2664	GN	Guinea	Conakry	Deaths	55	41881	Gvt	Sitrep N 137 31Aug	2	Conakry	ADM1	2014-08-30	48011
2669	GN	Guinea	Dabola	Deaths	4	41881	Gvt	Sitrep N 137 31Aug	14	Dabola	ADM2	2014-08-30	48015
2674	GN	Guinea	Dinguiraye	Deaths	1	41881	Gvt	Sitrep N 137 31Aug	15	Dinguiraye	ADM2	2014-08-30	48016
2679	GN	Guinea	Dubreka	Deaths	3	41881	Gvt	Sitrep N 137 31Aug	24	Dubreka	ADM2	2014-08-30	48019
2684	GN	Guinea	Forécariah	Deaths	3	41881	Gvt	Sitrep N 137 31Aug	0			2014-08-30	48022
2689	GN	Guinea	Gueckedou	Deaths	279	41881	Gvt	Sitrep N 137 31Aug	38	Gueckedou	ADM2	2014-08-30	48301
2694	GN	Guinea	Kissidougou	Deaths	6	41881	Gvt	Sitrep N 137 31Aug	17	Kissidougou	ADM2	2014-08-30	48307
2699	GN	Guinea	Kouroussa	Deaths	4	41881	Gvt	Sitrep N 137 31Aug	20	Kouroussa	ADM2	2014-08-30	48311
2704	GN	Guinea	Macenta	Deaths	92	41881	Gvt	Sitrep N 137 31Aug	40	Macenta	ADM2	2014-08-30	48403
2709	GN	Guinea	National	Deaths	489	41881	Gvt	Sitrep N 137 31Aug	0			2014-08-30	48892
2714	GN	Guinea	Nzerekore	Deaths	6	41881	Gvt	Sitrep N 137 31Aug	8	Nzerekore	ADM1	2014-08-30	48898
2719	GN	Guinea	Pita	Deaths	4	41881	Gvt	Sitrep N 137 31Aug	36	Pita	ADM2	2014-08-30	48902
2724	GN	Guinea	Siguiri	Deaths	3	41881	Gvt	Sitrep N 137 31Aug	22	Siguiri	ADM2	2014-08-30	48905
2729	GN	Guinea	Telimele	Deaths	10	41881	Gvt	Sitrep N 137 31Aug	28	Telimele	ADM2	2014-08-30	48915
2734	GN	Guinea	Yomou	Deaths	3	41881	Gvt	Sitrep N 137 31Aug	42	Yomou	ADM2	2014-08-30	48918
2739	LR	Liberia	Bomi County	Deaths	33	41881	Gvt	Sitrep 107 30 Aug	5513	Bomi	ADM1	2014-08-30	48951
2744	LR	Liberia	Bong County	Deaths	41	41881	Gvt	Sitrep 107 30 Aug	5514	Bong	ADM1	2014-08-30	48992
2749	LR	Liberia	Gbarpolu County 	Deaths	0	41881	Gvt	Sitrep 107 30 Aug	5515	Gbarpolu	ADM1	2014-08-30	48992
2754	LR	Liberia	Grand Bassa	Deaths	12	41881	Gvt	Sitrep 107 30 Aug	5516	Grand Bassa	ADM1	2014-08-30	49004
2759	LR	Liberia	Grand Cape Mount	Deaths	7	41881	Gvt	Sitrep 107 30 Aug	5517	Grand Cape Mount	ADM1	2014-08-30	49011
2764	LR	Liberia	Grand Gedeh	Deaths	2	41881	Gvt	Sitrep 107 30 Aug	5518	Grand Gedeh	ADM1	2014-08-30	49013
2769	LR	Liberia	Lofa County	Deaths	306	41881	Gvt	Sitrep 107 30 Aug	5520	Lofa	ADM1	2014-08-30	49319
2774	LR	Liberia	Margibi County	Deaths	106	41881	Gvt	Sitrep 107 30 Aug	5521	Margibi	ADM1	2014-08-30	49425
2779	LR	Liberia	Montserrado County	Deaths	366	41881	Gvt	Sitrep 107 30 Aug	5523	Montserrado	ADM1	2014-08-30	49791
2784	LR	Liberia	National	Deaths	949	41881	Gvt	Sitrep 107 30 Aug	0			2014-08-30	50740
2789	LR	Liberia	Nimba County	Deaths	70	41881	Gvt	Sitrep 107 30 Aug	5524	Nimba	ADM1	2014-08-30	50810
2794	LR	Liberia	River Gee County	Deaths	5	41881	Gvt	Sitrep 107 30 Aug	5525	River Gee	ADM1	2014-08-30	50815
2799	LR	Liberia	RiverCess County	Deaths	1	41881	Gvt	Sitrep 107 30 Aug	10714	Rivercess	ADM1	2014-08-30	50816
2804	LR	Liberia	Sinoe County	Deaths	0	41881	Gvt	Sitrep 107 30 Aug	5526	Sinoe	ADM1	2014-08-30	50816
2809	NG	Nigeria	Lagos	Deaths	6	41881	Gvt	Sitrep N 31 30Aug	7848	Lagos	ADM1	2014-08-30	50822
2814	NG	Nigeria	National	Deaths	7	41881	Gvt	Sitrep N 31 30Aug	0			2014-08-30	50829
2819	NG	Nigeria	Rivers	Deaths	1	41881	Gvt	Sitrep N 31 30Aug	7856	Rivers	ADM1	2014-08-30	50830
2824	GN	Guinea	Boffa	Deaths	16	41882	Gvt	Sitrep N138 1Sep	9	Boffa	ADM2	2014-08-31	50846
2829	GN	Guinea	Conakry	Deaths	56	41882	Gvt	Sitrep N138 1Sep	2	Conakry	ADM1	2014-08-31	50902
2834	GN	Guinea	Dabola	Deaths	4	41882	Gvt	Sitrep N138 1Sep	14	Dabola	ADM2	2014-08-31	50906
2839	GN	Guinea	Dinguiraye	Deaths	1	41882	Gvt	Sitrep N138 1Sep	15	Dinguiraye	ADM2	2014-08-31	50907
2844	GN	Guinea	Dubreka	Deaths	3	41882	Gvt	Sitrep N138 1Sep	24	Dubreka	ADM2	2014-08-31	50910
2849	GN	Guinea	Forécariah	Deaths	3	41882	Gvt	Sitrep N138 1Sep	0			2014-08-31	50913
2854	GN	Guinea	Gueckedou	Deaths	280	41882	Gvt	Sitrep N138 1Sep	38	Gueckedou	ADM2	2014-08-31	51193
2859	GN	Guinea	Kerouane	Deaths	0	41882	Gvt	Sitrep N138 1Sep	19	Kerouane	ADM2	2014-08-31	51193
2864	GN	Guinea	Kissidougou	Deaths	6	41882	Gvt	Sitrep N138 1Sep	17	Kissidougou	ADM2	2014-08-31	51199
2869	GN	Guinea	Kouroussa	Deaths	4	41882	Gvt	Sitrep N138 1Sep	20	Kouroussa	ADM2	2014-08-31	51203
2874	GN	Guinea	Macenta	Deaths	95	41882	Gvt	Sitrep N138 1Sep	40	Macenta	ADM2	2014-08-31	51298
2879	GN	Guinea	National	Deaths	494	41882	Gvt	Sitrep N138 1Sep	0			2014-08-31	51792
2884	GN	Guinea	Nzerekore	Deaths	6	41882	Gvt	Sitrep N138 1Sep	8	Nzerekore	ADM1	2014-08-31	51798
2889	GN	Guinea	Pita	Deaths	4	41882	Gvt	Sitrep N138 1Sep	36	Pita	ADM2	2014-08-31	51802
