pos	adm0_id	adm0_name	adm1_id	adm1_name	mkt_id	mkt_name	cm_id	cm_name	cur_id	cur_name	pt_id	pt_name	um_id	um_name	month_year	mp_month	mp_year	mp_price	mp_commoditysource	sdr_id	sdr_name	sdr_level
3547	144	Liberia	1823	Maryland	244	Pleebo	145	"Rice (Low Quality)"	40	LRD	15	Retail	22	"50 KG"	40269	4	2010	2375	"WFP CO"	73847	Pleebo	PPL
3548	144	Liberia	1823	Maryland	244	Pleebo	145	"Rice (Low Quality)"	40	LRD	15	Retail	22	"50 KG"	40238	3	2010	2150	"WFP CO"	73847	Pleebo	PPL
3549	144	Liberia	1823	Maryland	244	Pleebo	145	"Rice (Low Quality)"	40	LRD	15	Retail	22	"50 KG"	40210	2	2010	2437.5	"WFP CO"	73847	Pleebo	PPL
3550	144	Liberia	1823	Maryland	244	Pleebo	145	"Rice (Low Quality)"	40	LRD	15	Retail	22	"50 KG"	40179	1	2010	2981.25	"WFP CO"	73847	Pleebo	PPL
3551	144	Liberia	1823	Maryland	244	Pleebo	145	"Rice (Low Quality)"	40	LRD	15	Retail	22	"50 KG"	40148	12	2009	2302.0833	"WFP CO"	73847	Pleebo	PPL
3552	144	Liberia	1823	Maryland	244	Pleebo	145	"Rice (Low Quality)"	40	LRD	15	Retail	22	"50 KG"	40118	11	2009	2316.6667	"WFP CO"	73847	Pleebo	PPL
3553	144	Liberia	1824	Montserrado	1742	Duala	68	Cassava	40	LRD	15	Retail	22	"50 KG"	41913	10	2014	900	"WFP CO"	0		
3554	144	Liberia	1824	Montserrado	1742	Duala	218	Cowpeas	40	LRD	15	Retail	5	KG	41913	10	2014	75	"WFP CO"	0		
3555	144	Liberia	1824	Montserrado	1742	Duala	305	"Exchange Rate"	40	LRD	15	Retail	56	LCU/USD	41913	10	2014	66	"WFP CO"	0		
3556	144	Liberia	1824	Montserrado	1742	Duala	284	"Fuel (Diesel)"	40	LRD	15	Retail	27	Gallon	41913	10	2014	380	"WFP CO"	0		
3557	144	Liberia	1824	Montserrado	1742	Duala	272	Gasoline	40	LRD	15	Retail	27	Gallon	41913	10	2014	360	"WFP CO"	0		
3558	144	Liberia	1824	Montserrado	1742	Duala	62	"Oil (Palm)"	40	LRD	15	Retail	27	Gallon	41913	10	2014	450	"WFP CO"	0		
3559	144	Liberia	1824	Montserrado	1742	Duala	64	"Rice (Imported)"	40	LRD	15	Retail	22	"50 KG"	41913	10	2014	3300	"WFP CO"	0		
3560	144	Liberia	1824	Montserrado	1742	Duala	133	"Rice (White)"	40	LRD	15	Retail	22	"50 KG"	41913	10	2014	3300	"WFP CO"	0		
3561	144	Liberia	1824	Montserrado	245	"Red Light"	115	"Butter Rice"	40	LRD	15	Retail	22	"50 KG"	40848	11	2011	2831.6667	"WFP CO"	0		
3562	144	Liberia	1824	Montserrado	245	"Red Light"	115	"Butter Rice"	40	LRD	15	Retail	22	"50 KG"	40817	10	2011	2855.8333	"WFP CO"	0		
3563	144	Liberia	1824	Montserrado	245	"Red Light"	115	"Butter Rice"	40	LRD	15	Retail	22	"50 KG"	40787	9	2011	2511.6667	"WFP CO"	0		
3564	144	Liberia	1824	Montserrado	245	"Red Light"	115	"Butter Rice"	40	LRD	15	Retail	22	"50 KG"	40756	8	2011	2600	"WFP CO"	0		
3565	144	Liberia	1824	Montserrado	245	"Red Light"	115	"Butter Rice"	40	LRD	15	Retail	22	"50 KG"	40725	7	2011	2458.3333	"WFP CO"	0		
3566	144	Liberia	1824	Montserrado	245	"Red Light"	115	"Butter Rice"	40	LRD	15	Retail	22	"50 KG"	40695	6	2011	2300	"WFP CO"	0		
3567	144	Liberia	1824	Montserrado	245	"Red Light"	115	"Butter Rice"	40	LRD	15	Retail	22	"50 KG"	40664	5	2011	2300	"WFP CO"	0		
3568	144	Liberia	1824	Montserrado	245	"Red Light"	115	"Butter Rice"	40	LRD	15	Retail	22	"50 KG"	40634	4	2011	2301.25	"WFP CO"	0		
3569	144	Liberia	1824	Montserrado	245	"Red Light"	115	"Butter Rice"	40	LRD	15	Retail	22	"50 KG"	40603	3	2011	2301.4286	"WFP CO"	0		
3570	144	Liberia	1824	Montserrado	245	"Red Light"	115	"Butter Rice"	40	LRD	15	Retail	22	"50 KG"	40575	2	2011	2165	"WFP CO"	0		
3571	144	Liberia	1824	Montserrado	245	"Red Light"	115	"Butter Rice"	40	LRD	15	Retail	22	"50 KG"	40544	1	2011	2120.1667	"WFP CO"	0		
3572	144	Liberia	1824	Montserrado	245	"Red Light"	115	"Butter Rice"	40	LRD	15	Retail	22	"50 KG"	40513	12	2010	2080	"WFP CO"	0		
3573	144	Liberia	1824	Montserrado	245	"Red Light"	115	"Butter Rice"	40	LRD	15	Retail	22	"50 KG"	40483	11	2010	1883.125	"WFP CO"	0		
3574	144	Liberia	1824	Montserrado	245	"Red Light"	115	"Butter Rice"	40	LRD	15	Retail	22	"50 KG"	40452	10	2010	1901.6319	"WFP CO"	0		
3575	144	Liberia	1824	Montserrado	245	"Red Light"	115	"Butter Rice"	40	LRD	15	Retail	22	"50 KG"	40422	9	2010	1885.3571	"WFP CO"	0		
3576	144	Liberia	1824	Montserrado	245	"Red Light"	115	"Butter Rice"	40	LRD	15	Retail	22	"50 KG"	40391	8	2010	1887.5	"WFP CO"	0		
3577	144	Liberia	1824	Montserrado	245	"Red Light"	115	"Butter Rice"	40	LRD	15	Retail	22	"50 KG"	40360	7	2010	1914.2857	"WFP CO"	0		
3578	144	Liberia	1824	Montserrado	245	"Red Light"	115	"Butter Rice"	40	LRD	15	Retail	22	"50 KG"	40330	6	2010	1810	"WFP CO"	0		
3579	144	Liberia	1824	Montserrado	245	"Red Light"	115	"Butter Rice"	40	LRD	15	Retail	22	"50 KG"	40299	5	2010	1705	"WFP CO"	0		
3580	144	Liberia	1824	Montserrado	245	"Red Light"	115	"Butter Rice"	40	LRD	15	Retail	22	"50 KG"	40269	4	2010	1625	"WFP CO"	0		
3581	144	Liberia	1824	Montserrado	245	"Red Light"	115	"Butter Rice"	40	LRD	15	Retail	22	"50 KG"	40238	3	2010	1600.5	"WFP CO"	0		
3582	144	Liberia	1824	Montserrado	245	"Red Light"	115	"Butter Rice"	40	LRD	15	Retail	22	"50 KG"	40210	2	2010	1728.75	"WFP CO"	0		
3583	144	Liberia	1824	Montserrado	245	"Red Light"	115	"Butter Rice"	40	LRD	15	Retail	22	"50 KG"	40179	1	2010	1897.8125	"WFP CO"	0		
3584	144	Liberia	1824	Montserrado	245	"Red Light"	115	"Butter Rice"	40	LRD	15	Retail	22	"50 KG"	40148	12	2009	1955.4911	"WFP CO"	0		
3585	144	Liberia	1824	Montserrado	245	"Red Light"	115	"Butter Rice"	40	LRD	15	Retail	22	"50 KG"	40118	11	2009	2068.125	"WFP CO"	0		
3586	144	Liberia	1824	Montserrado	245	"Red Light"	115	"Butter Rice"	40	LRD	15	Retail	22	"50 KG"	40087	10	2009	2199	"WFP CO"	0		
3587	144	Liberia	1824	Montserrado	245	"Red Light"	115	"Butter Rice"	40	LRD	15	Retail	22	"50 KG"	40057	9	2009	2158	"WFP CO"	0		
3588	144	Liberia	1824	Montserrado	245	"Red Light"	115	"Butter Rice"	40	LRD	15	Retail	22	"50 KG"	40026	8	2009	1888	"WFP CO"	0		
3589	144	Liberia	1824	Montserrado	245	"Red Light"	115	"Butter Rice"	40	LRD	15	Retail	22	"50 KG"	39995	7	2009	1914	"WFP CO"	0		
3590	144	Liberia	1824	Montserrado	245	"Red Light"	115	"Butter Rice"	40	LRD	15	Retail	22	"50 KG"	39965	6	2009	2195	"WFP CO"	0		
3591	144	Liberia	1824	Montserrado	245	"Red Light"	115	"Butter Rice"	40	LRD	15	Retail	22	"50 KG"	39934	5	2009	1825	"WFP CO"	0		
3592	144	Liberia	1824	Montserrado	245	"Red Light"	115	"Butter Rice"	40	LRD	15	Retail	22	"50 KG"	39904	4	2009	1963	"WFP CO"	0		
3593	144	Liberia	1824	Montserrado	245	"Red Light"	115	"Butter Rice"	40	LRD	15	Retail	22	"50 KG"	39873	3	2009	1945	"WFP CO"	0		
3594	144	Liberia	1824	Montserrado	245	"Red Light"	115	"Butter Rice"	40	LRD	15	Retail	22	"50 KG"	39845	2	2009	2130	"WFP CO"	0		
3595	144	Liberia	1824	Montserrado	245	"Red Light"	115	"Butter Rice"	40	LRD	15	Retail	22	"50 KG"	39814	1	2009	2185	"WFP CO"	0		
3596	144	Liberia	1824	Montserrado	245	"Red Light"	68	Cassava	40	LRD	15	Retail	22	"50 KG"	41913	10	2014	1000	"WFP CO"	0		
3597	144	Liberia	1824	Montserrado	245	"Red Light"	68	Cassava	40	LRD	15	Retail	22	"50 KG"	41883	9	2014	950	"WFP CO"	0		
3598	144	Liberia	1824	Montserrado	245	"Red Light"	68	Cassava	40	LRD	15	Retail	22	"50 KG"	41791	6	2014	1000	"WFP CO"	0		
3599	144	Liberia	1824	Montserrado	245	"Red Light"	68	Cassava	40	LRD	15	Retail	22	"50 KG"	41760	5	2014	995	"WFP CO"	0		
3600	144	Liberia	1824	Montserrado	245	"Red Light"	68	Cassava	40	LRD	15	Retail	22	"50 KG"	41730	4	2014	912.5	"WFP CO"	0		
3601	144	Liberia	1824	Montserrado	245	"Red Light"	68	Cassava	40	LRD	15	Retail	22	"50 KG"	41699	3	2014	1125	"WFP CO"	0		
3602	144	Liberia	1824	Montserrado	245	"Red Light"	68	Cassava	40	LRD	15	Retail	22	"50 KG"	41640	1	2014	825	"WFP CO"	0		
3603	144	Liberia	1824	Montserrado	245	"Red Light"	68	Cassava	40	LRD	15	Retail	22	"50 KG"	41609	12	2013	617	"WFP CO"	0		
3604	144	Liberia	1824	Montserrado	245	"Red Light"	68	Cassava	40	LRD	15	Retail	22	"50 KG"	41579	11	2013	754.1667	"WFP CO"	0		
3605	144	Liberia	1824	Montserrado	245	"Red Light"	68	Cassava	40	LRD	15	Retail	22	"50 KG"	41548	10	2013	616.6667	"WFP CO"	0		
3606	144	Liberia	1824	Montserrado	245	"Red Light"	68	Cassava	40	LRD	15	Retail	22	"50 KG"	41518	9	2013	583	"WFP CO"	0		
3607	144	Liberia	1824	Montserrado	245	"Red Light"	68	Cassava	40	LRD	15	Retail	22	"50 KG"	41487	8	2013	588	"WFP CO"	0		
3608	144	Liberia	1824	Montserrado	245	"Red Light"	68	Cassava	40	LRD	15	Retail	22	"50 KG"	41456	7	2013	633	"WFP CO"	0		
3609	144	Liberia	1824	Montserrado	245	"Red Light"	68	Cassava	40	LRD	15	Retail	22	"50 KG"	41426	6	2013	763	"WFP CO"	0		
3610	144	Liberia	1824	Montserrado	245	"Red Light"	68	Cassava	40	LRD	15	Retail	22	"50 KG"	41395	5	2013	817	"WFP CO"	0		
3611	144	Liberia	1824	Montserrado	245	"Red Light"	68	Cassava	40	LRD	15	Retail	22	"50 KG"	41365	4	2013	767	"WFP CO"	0		
3612	144	Liberia	1824	Montserrado	245	"Red Light"	68	Cassava	40	LRD	15	Retail	22	"50 KG"	41334	3	2013	767	"WFP CO"	0		
3613	144	Liberia	1824	Montserrado	245	"Red Light"	68	Cassava	40	LRD	15	Retail	22	"50 KG"	41306	2	2013	858	"WFP CO"	0		
3614	144	Liberia	1824	Montserrado	245	"Red Light"	68	Cassava	40	LRD	15	Retail	22	"50 KG"	41275	1	2013	912.5	"WFP CO"	0		
3615	144	Liberia	1824	Montserrado	245	"Red Light"	68	Cassava	40	LRD	15	Retail	22	"50 KG"	41244	12	2012	1167	"WFP CO"	0		
3616	144	Liberia	1824	Montserrado	245	"Red Light"	68	Cassava	40	LRD	15	Retail	22	"50 KG"	41214	11	2012	1617	"WFP CO"	0		
3617	144	Liberia	1824	Montserrado	245	"Red Light"	68	Cassava	40	LRD	15	Retail	22	"50 KG"	41183	10	2012	1383	"WFP CO"	0		
3618	144	Liberia	1824	Montserrado	245	"Red Light"	68	Cassava	40	LRD	15	Retail	22	"50 KG"	41153	9	2012	1400	"WFP CO"	0		
3619	144	Liberia	1824	Montserrado	245	"Red Light"	68	Cassava	40	LRD	15	Retail	22	"50 KG"	41122	8	2012	1517	"WFP CO"	0		
3620	144	Liberia	1824	Montserrado	245	"Red Light"	68	Cassava	40	LRD	15	Retail	22	"50 KG"	41091	7	2012	1375	"WFP CO"	0		
3621	144	Liberia	1824	Montserrado	245	"Red Light"	68	Cassava	40	LRD	15	Retail	22	"50 KG"	41061	6	2012	1438.3333	"WFP CO"	0		
3622	144	Liberia	1824	Montserrado	245	"Red Light"	68	Cassava	40	LRD	15	Retail	22	"50 KG"	41030	5	2012	1317	"WFP CO"	0		
3623	144	Liberia	1824	Montserrado	245	"Red Light"	68	Cassava	40	LRD	15	Retail	22	"50 KG"	41000	4	2012	1392	"WFP CO"	0		
3624	144	Liberia	1824	Montserrado	245	"Red Light"	68	Cassava	40	LRD	15	Retail	22	"50 KG"	40969	3	2012	1300	"WFP CO"	0		
3625	144	Liberia	1824	Montserrado	245	"Red Light"	68	Cassava	40	LRD	15	Retail	22	"50 KG"	40940	2	2012	1183	"WFP CO"	0		
3626	144	Liberia	1824	Montserrado	245	"Red Light"	68	Cassava	40	LRD	15	Retail	22	"50 KG"	40909	1	2012	1267	"WFP CO"	0		
3627	144	Liberia	1824	Montserrado	245	"Red Light"	68	Cassava	40	LRD	15	Retail	22	"50 KG"	40878	12	2011	1100	"WFP CO"	0		
3628	144	Liberia	1824	Montserrado	245	"Red Light"	68	Cassava	40	LRD	15	Retail	22	"50 KG"	40848	11	2011	1308.3333	"WFP CO"	0		
3629	144	Liberia	1824	Montserrado	245	"Red Light"	68	Cassava	40	LRD	15	Retail	22	"50 KG"	40817	10	2011	1285.4167	"WFP CO"	0		
3630	144	Liberia	1824	Montserrado	245	"Red Light"	68	Cassava	40	LRD	15	Retail	22	"50 KG"	40787	9	2011	725	"WFP CO"	0		
3631	144	Liberia	1824	Montserrado	245	"Red Light"	68	Cassava	40	LRD	15	Retail	22	"50 KG"	40756	8	2011	833.3333	"WFP CO"	0		
3632	144	Liberia	1824	Montserrado	245	"Red Light"	68	Cassava	40	LRD	15	Retail	22	"50 KG"	40725	7	2011	862.5	"WFP CO"	0		
3633	144	Liberia	1824	Montserrado	245	"Red Light"	68	Cassava	40	LRD	15	Retail	22	"50 KG"	40695	6	2011	674.1667	"WFP CO"	0		
3634	144	Liberia	1824	Montserrado	245	"Red Light"	68	Cassava	40	LRD	15	Retail	22	"50 KG"	40664	5	2011	674.1667	"WFP CO"	0		
3635	144	Liberia	1824	Montserrado	245	"Red Light"	68	Cassava	40	LRD	15	Retail	22	"50 KG"	40634	4	2011	650	"WFP CO"	0		
3636	144	Liberia	1824	Montserrado	245	"Red Light"	68	Cassava	40	LRD	15	Retail	22	"50 KG"	40603	3	2011	650	"WFP CO"	0		
3637	144	Liberia	1824	Montserrado	245	"Red Light"	68	Cassava	40	LRD	15	Retail	22	"50 KG"	40575	2	2011	533.3333	"WFP CO"	0		
3638	144	Liberia	1824	Montserrado	245	"Red Light"	68	Cassava	40	LRD	15	Retail	22	"50 KG"	40544	1	2011	512.5	"WFP CO"	0		
3639	144	Liberia	1824	Montserrado	245	"Red Light"	218	Cowpeas	40	LRD	15	Retail	5	KG	41913	10	2014	75	"WFP CO"	0		
3640	144	Liberia	1824	Montserrado	245	"Red Light"	218	Cowpeas	40	LRD	15	Retail	5	KG	41883	9	2014	75	"WFP CO"	0		
3641	144	Liberia	1824	Montserrado	245	"Red Light"	218	Cowpeas	40	LRD	15	Retail	5	KG	41791	6	2014	75	"WFP CO"	0		
3642	144	Liberia	1824	Montserrado	245	"Red Light"	218	Cowpeas	40	LRD	15	Retail	5	KG	41760	5	2014	73.3333	"WFP CO"	0		
3643	144	Liberia	1824	Montserrado	245	"Red Light"	218	Cowpeas	40	LRD	15	Retail	5	KG	41730	4	2014	74.1667	"WFP CO"	0		
3644	144	Liberia	1824	Montserrado	245	"Red Light"	218	Cowpeas	40	LRD	15	Retail	5	KG	41699	3	2014	62	"WFP CO"	0		
3645	144	Liberia	1824	Montserrado	245	"Red Light"	218	Cowpeas	40	LRD	15	Retail	5	KG	41640	1	2014	107.5	"WFP CO"	0		
3646	144	Liberia	1824	Montserrado	245	"Red Light"	218	Cowpeas	40	LRD	15	Retail	5	KG	41609	12	2013	88	"WFP CO"	0		
3647	144	Liberia	1824	Montserrado	245	"Red Light"	218	Cowpeas	40	LRD	15	Retail	5	KG	41579	11	2013	88	"WFP CO"	0		
3648	144	Liberia	1824	Montserrado	245	"Red Light"	218	Cowpeas	40	LRD	15	Retail	5	KG	41548	10	2013	88	"WFP CO"	0		
3649	144	Liberia	1824	Montserrado	245	"Red Light"	218	Cowpeas	40	LRD	15	Retail	5	KG	41518	9	2013	88	"WFP CO"	0		
3650	144	Liberia	1824	Montserrado	245	"Red Light"	218	Cowpeas	40	LRD	15	Retail	5	KG	41487	8	2013	88	"WFP CO"	0		
3651	144	Liberia	1824	Montserrado	245	"Red Light"	218	Cowpeas	40	LRD	15	Retail	5	KG	41456	7	2013	88	"WFP CO"	0		
3652	144	Liberia	1824	Montserrado	245	"Red Light"	218	Cowpeas	40	LRD	15	Retail	5	KG	41426	6	2013	75	"WFP CO"	0		
3653	144	Liberia	1824	Montserrado	245	"Red Light"	218	Cowpeas	40	LRD	15	Retail	5	KG	41395	5	2013	75	"WFP CO"	0		
3654	144	Liberia	1824	Montserrado	245	"Red Light"	218	Cowpeas	40	LRD	15	Retail	5	KG	41365	4	2013	75	"WFP CO"	0		
3655	144	Liberia	1824	Montserrado	245	"Red Light"	218	Cowpeas	40	LRD	15	Retail	5	KG	41334	3	2013	75	"WFP CO"	0		
3656	144	Liberia	1824	Montserrado	245	"Red Light"	218	Cowpeas	40	LRD	15	Retail	5	KG	41306	2	2013	88	"WFP CO"	0		
3657	144	Liberia	1824	Montserrado	245	"Red Light"	218	Cowpeas	40	LRD	15	Retail	5	KG	41275	1	2013	88	"WFP CO"	0		
3658	144	Liberia	1824	Montserrado	245	"Red Light"	218	Cowpeas	40	LRD	15	Retail	5	KG	41244	12	2012	88	"WFP CO"	0		
3659	144	Liberia	1824	Montserrado	245	"Red Light"	218	Cowpeas	40	LRD	15	Retail	5	KG	41214	11	2012	87	"WFP CO"	0		
3660	144	Liberia	1824	Montserrado	245	"Red Light"	218	Cowpeas	40	LRD	15	Retail	5	KG	41183	10	2012	80	"WFP CO"	0		
3661	144	Liberia	1824	Montserrado	245	"Red Light"	218	Cowpeas	40	LRD	15	Retail	5	KG	41153	9	2012	75	"WFP CO"	0		
3662	144	Liberia	1824	Montserrado	245	"Red Light"	218	Cowpeas	40	LRD	15	Retail	5	KG	41122	8	2012	70	"WFP CO"	0		
3663	144	Liberia	1824	Montserrado	245	"Red Light"	218	Cowpeas	40	LRD	15	Retail	5	KG	41091	7	2012	76.6667	"WFP CO"	0		
3664	144	Liberia	1824	Montserrado	245	"Red Light"	218	Cowpeas	40	LRD	15	Retail	5	KG	41061	6	2012	75	"WFP CO"	0		
3665	144	Liberia	1824	Montserrado	245	"Red Light"	218	Cowpeas	40	LRD	15	Retail	5	KG	41030	5	2012	75	"WFP CO"	0		
3666	144	Liberia	1824	Montserrado	245	"Red Light"	218	Cowpeas	40	LRD	15	Retail	5	KG	41000	4	2012	75	"WFP CO"	0		
3667	144	Liberia	1824	Montserrado	245	"Red Light"	218	Cowpeas	40	LRD	15	Retail	5	KG	40969	3	2012	75	"WFP CO"	0		
3668	144	Liberia	1824	Montserrado	245	"Red Light"	218	Cowpeas	40	LRD	15	Retail	5	KG	40940	2	2012	70.8333	"WFP CO"	0		
3669	144	Liberia	1824	Montserrado	245	"Red Light"	218	Cowpeas	40	LRD	15	Retail	5	KG	40909	1	2012	75	"WFP CO"	0		
3670	144	Liberia	1824	Montserrado	245	"Red Light"	305	"Exchange Rate"	40	LRD	15	Retail	56	LCU/USD	41913	10	2014	66	"WFP CO"	0		
3671	144	Liberia	1824	Montserrado	245	"Red Light"	305	"Exchange Rate"	40	LRD	15	Retail	56	LCU/USD	41883	9	2014	86.5	"WFP CO"	0		
3672	144	Liberia	1824	Montserrado	245	"Red Light"	284	"Fuel (Diesel)"	40	LRD	15	Retail	27	Gallon	41913	10	2014	380	"WFP CO"	0		
3673	144	Liberia	1824	Montserrado	245	"Red Light"	284	"Fuel (Diesel)"	40	LRD	15	Retail	27	Gallon	41883	9	2014	367.5	"WFP CO"	0		
3674	144	Liberia	1824	Montserrado	245	"Red Light"	285	"Fuel (Petrol-Gasoline)"	40	LRD	15	Retail	27	Gallon	41791	6	2014	380	"WFP CO"	0		
3675	144	Liberia	1824	Montserrado	245	"Red Light"	285	"Fuel (Petrol-Gasoline)"	40	LRD	15	Retail	27	Gallon	41760	5	2014	380	"WFP CO"	0		
3676	144	Liberia	1824	Montserrado	245	"Red Light"	285	"Fuel (Petrol-Gasoline)"	40	LRD	15	Retail	27	Gallon	41730	4	2014	357.5	"WFP CO"	0		
3677	144	Liberia	1824	Montserrado	245	"Red Light"	285	"Fuel (Petrol-Gasoline)"	40	LRD	15	Retail	27	Gallon	41699	3	2014	345	"WFP CO"	0		
3678	144	Liberia	1824	Montserrado	245	"Red Light"	285	"Fuel (Petrol-Gasoline)"	40	LRD	15	Retail	27	Gallon	41640	1	2014	390	"WFP CO"	0		
3679	144	Liberia	1824	Montserrado	245	"Red Light"	285	"Fuel (Petrol-Gasoline)"	40	LRD	15	Retail	27	Gallon	41609	12	2013	335	"WFP CO"	0		
3680	144	Liberia	1824	Montserrado	245	"Red Light"	285	"Fuel (Petrol-Gasoline)"	40	LRD	15	Retail	27	Gallon	41579	11	2013	336.6667	"WFP CO"	0		
3681	144	Liberia	1824	Montserrado	245	"Red Light"	285	"Fuel (Petrol-Gasoline)"	40	LRD	15	Retail	27	Gallon	41548	10	2013	330	"WFP CO"	0		
3682	144	Liberia	1824	Montserrado	245	"Red Light"	285	"Fuel (Petrol-Gasoline)"	40	LRD	15	Retail	27	Gallon	41518	9	2013	335	"WFP CO"	0		
3683	144	Liberia	1824	Montserrado	245	"Red Light"	285	"Fuel (Petrol-Gasoline)"	40	LRD	15	Retail	27	Gallon	41487	8	2013	324.1667	"WFP CO"	0		
3684	144	Liberia	1824	Montserrado	245	"Red Light"	285	"Fuel (Petrol-Gasoline)"	40	LRD	15	Retail	27	Gallon	41456	7	2013	325	"WFP CO"	0		
3685	144	Liberia	1824	Montserrado	245	"Red Light"	285	"Fuel (Petrol-Gasoline)"	40	LRD	15	Retail	27	Gallon	41426	6	2013	316.6667	"WFP CO"	0		
3686	144	Liberia	1824	Montserrado	245	"Red Light"	285	"Fuel (Petrol-Gasoline)"	40	LRD	15	Retail	27	Gallon	41395	5	2013	315	"WFP CO"	0		
3687	144	Liberia	1824	Montserrado	245	"Red Light"	285	"Fuel (Petrol-Gasoline)"	40	LRD	15	Retail	27	Gallon	41365	4	2013	330	"WFP CO"	0		
3688	144	Liberia	1824	Montserrado	245	"Red Light"	285	"Fuel (Petrol-Gasoline)"	40	LRD	15	Retail	27	Gallon	41334	3	2013	332.5	"WFP CO"	0		
3689	144	Liberia	1824	Montserrado	245	"Red Light"	285	"Fuel (Petrol-Gasoline)"	40	LRD	15	Retail	27	Gallon	41306	2	2013	319.1667	"WFP CO"	0		
3690	144	Liberia	1824	Montserrado	245	"Red Light"	285	"Fuel (Petrol-Gasoline)"	40	LRD	15	Retail	27	Gallon	41275	1	2013	316.6667	"WFP CO"	0		
3691	144	Liberia	1824	Montserrado	245	"Red Light"	285	"Fuel (Petrol-Gasoline)"	40	LRD	15	Retail	27	Gallon	41244	12	2012	312.5	"WFP CO"	0		
3692	144	Liberia	1824	Montserrado	245	"Red Light"	285	"Fuel (Petrol-Gasoline)"	40	LRD	15	Retail	27	Gallon	41214	11	2012	322.5	"WFP CO"	0		
3693	144	Liberia	1824	Montserrado	245	"Red Light"	285	"Fuel (Petrol-Gasoline)"	40	LRD	15	Retail	27	Gallon	41183	10	2012	322.5	"WFP CO"	0		
3694	144	Liberia	1824	Montserrado	245	"Red Light"	285	"Fuel (Petrol-Gasoline)"	40	LRD	15	Retail	27	Gallon	41153	9	2012	320	"WFP CO"	0		
3695	144	Liberia	1824	Montserrado	245	"Red Light"	285	"Fuel (Petrol-Gasoline)"	40	LRD	15	Retail	27	Gallon	41122	8	2012	303.3333	"WFP CO"	0		
3696	144	Liberia	1824	Montserrado	245	"Red Light"	285	"Fuel (Petrol-Gasoline)"	40	LRD	15	Retail	27	Gallon	41091	7	2012	320.8333	"WFP CO"	0		
3697	144	Liberia	1824	Montserrado	245	"Red Light"	285	"Fuel (Petrol-Gasoline)"	40	LRD	15	Retail	27	Gallon	41061	6	2012	355.8333	"WFP CO"	0		
3698	144	Liberia	1824	Montserrado	245	"Red Light"	285	"Fuel (Petrol-Gasoline)"	40	LRD	15	Retail	27	Gallon	41030	5	2012	345	"WFP CO"	0		
3699	144	Liberia	1824	Montserrado	245	"Red Light"	285	"Fuel (Petrol-Gasoline)"	40	LRD	15	Retail	27	Gallon	41000	4	2012	342.5	"WFP CO"	0		
3700	144	Liberia	1824	Montserrado	245	"Red Light"	285	"Fuel (Petrol-Gasoline)"	40	LRD	15	Retail	27	Gallon	40969	3	2012	335	"WFP CO"	0		
3701	144	Liberia	1824	Montserrado	245	"Red Light"	285	"Fuel (Petrol-Gasoline)"	40	LRD	15	Retail	27	Gallon	40940	2	2012	302.5	"WFP CO"	0		
3702	144	Liberia	1824	Montserrado	245	"Red Light"	285	"Fuel (Petrol-Gasoline)"	40	LRD	15	Retail	27	Gallon	40909	1	2012	300	"WFP CO"	0		
3703	144	Liberia	1824	Montserrado	245	"Red Light"	285	"Fuel (Petrol-Gasoline)"	40	LRD	15	Retail	27	Gallon	40878	12	2011	300	"WFP CO"	0		
3704	144	Liberia	1824	Montserrado	245	"Red Light"	285	"Fuel (Petrol-Gasoline)"	40	LRD	15	Retail	27	Gallon	40848	11	2011	308.3333	"WFP CO"	0		
3705	144	Liberia	1824	Montserrado	245	"Red Light"	285	"Fuel (Petrol-Gasoline)"	40	LRD	15	Retail	27	Gallon	40817	10	2011	332.5	"WFP CO"	0		
3706	144	Liberia	1824	Montserrado	245	"Red Light"	285	"Fuel (Petrol-Gasoline)"	40	LRD	15	Retail	27	Gallon	40787	9	2011	317.5	"WFP CO"	0		
3707	144	Liberia	1824	Montserrado	245	"Red Light"	285	"Fuel (Petrol-Gasoline)"	40	LRD	15	Retail	27	Gallon	40756	8	2011	322.5	"WFP CO"	0		
3708	144	Liberia	1824	Montserrado	245	"Red Light"	285	"Fuel (Petrol-Gasoline)"	40	LRD	15	Retail	27	Gallon	40725	7	2011	325	"WFP CO"	0		
3709	144	Liberia	1824	Montserrado	245	"Red Light"	285	"Fuel (Petrol-Gasoline)"	40	LRD	15	Retail	27	Gallon	40695	6	2011	325	"WFP CO"	0		
3710	144	Liberia	1824	Montserrado	245	"Red Light"	285	"Fuel (Petrol-Gasoline)"	40	LRD	15	Retail	27	Gallon	40664	5	2011	325	"WFP CO"	0		
3711	144	Liberia	1824	Montserrado	245	"Red Light"	285	"Fuel (Petrol-Gasoline)"	40	LRD	15	Retail	27	Gallon	40634	4	2011	320	"WFP CO"	0		
3712	144	Liberia	1824	Montserrado	245	"Red Light"	285	"Fuel (Petrol-Gasoline)"	40	LRD	15	Retail	27	Gallon	40603	3	2011	310	"WFP CO"	0		
3713	144	Liberia	1824	Montserrado	245	"Red Light"	285	"Fuel (Petrol-Gasoline)"	40	LRD	15	Retail	27	Gallon	40575	2	2011	280	"WFP CO"	0		
3714	144	Liberia	1824	Montserrado	245	"Red Light"	285	"Fuel (Petrol-Gasoline)"	40	LRD	15	Retail	27	Gallon	40544	1	2011	268.3333	"WFP CO"	0		
