pos	adm0_id	adm0_name	adm1_id	adm1_name	mkt_id	mkt_name	cm_id	cm_name	cur_id	cur_name	pt_id	pt_name	um_id	um_name	month_year	mp_month	mp_year	mp_price	mp_commoditysource	sdr_id	sdr_name	sdr_level
16204	155	Mali	1931	Mopti	861	Bankass	64	"Rice (Imported)"	26	XOF	15	Retail	5	KG	39234	6	2007	270	OMA	8652	Bankass	ADM2
16205	155	Mali	1931	Mopti	861	Bankass	64	"Rice (Imported)"	26	XOF	15	Retail	5	KG	39203	5	2007	270	OMA	8652	Bankass	ADM2
16206	155	Mali	1931	Mopti	861	Bankass	64	"Rice (Imported)"	26	XOF	15	Retail	5	KG	39173	4	2007	270	OMA	8652	Bankass	ADM2
16207	155	Mali	1931	Mopti	861	Bankass	64	"Rice (Imported)"	26	XOF	15	Retail	5	KG	39142	3	2007	270	OMA	8652	Bankass	ADM2
16208	155	Mali	1931	Mopti	861	Bankass	64	"Rice (Imported)"	26	XOF	15	Retail	5	KG	39114	2	2007	270	OMA	8652	Bankass	ADM2
16209	155	Mali	1931	Mopti	861	Bankass	64	"Rice (Imported)"	26	XOF	15	Retail	5	KG	39083	1	2007	270	OMA	8652	Bankass	ADM2
16210	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	41883	9	2014	350	OMA	8652	Bankass	ADM2
16211	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	41852	8	2014	350	OMA	8652	Bankass	ADM2
16212	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	41821	7	2014	350	OMA	8652	Bankass	ADM2
16213	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	41791	6	2014	350	OMA	8652	Bankass	ADM2
16214	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	41760	5	2014	350	OMA	8652	Bankass	ADM2
16215	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	41730	4	2014	350	OMA	8652	Bankass	ADM2
16216	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	41699	3	2014	350	OMA	8652	Bankass	ADM2
16217	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	41671	2	2014	340	OMA	8652	Bankass	ADM2
16218	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	41640	1	2014	350	OMA	8652	Bankass	ADM2
16219	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	41609	12	2013	350	OMA	8652	Bankass	ADM2
16220	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	41579	11	2013	350	OMA	8652	Bankass	ADM2
16221	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	41548	10	2013	350	OMA	8652	Bankass	ADM2
16222	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	41518	9	2013	350	WFP	8652	Bankass	ADM2
16223	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	41487	8	2013	350	WFP	8652	Bankass	ADM2
16224	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	41456	7	2013	350	WFP	8652	Bankass	ADM2
16225	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	41153	9	2012	438	OMA	8652	Bankass	ADM2
16226	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	41122	8	2012	438	OMA	8652	Bankass	ADM2
16227	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	41091	7	2012	438	OMA	8652	Bankass	ADM2
16228	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	41061	6	2012	438	OMA	8652	Bankass	ADM2
16229	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	40848	11	2011	425	OMA	8652	Bankass	ADM2
16230	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	40817	10	2011	396.88	OMA	8652	Bankass	ADM2
16231	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	40787	9	2011	387.5	OMA	8652	Bankass	ADM2
16232	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	40756	8	2011	387.5	OMA	8652	Bankass	ADM2
16233	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	40725	7	2011	390	OMA	8652	Bankass	ADM2
16234	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	40695	6	2011	390.63	OMA	8652	Bankass	ADM2
16235	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	40664	5	2011	388.89	OMA	8652	Bankass	ADM2
16236	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	40634	4	2011	387.5	OMA	8652	Bankass	ADM2
16237	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	40603	3	2011	387.5	OMA	8652	Bankass	ADM2
16238	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	40575	2	2011	387.5	OMA	8652	Bankass	ADM2
16239	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	40544	1	2011	387.5	OMA	8652	Bankass	ADM2
16240	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	40513	12	2010	387.5	OMA	8652	Bankass	ADM2
16241	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	40483	11	2010	387.5	OMA	8652	Bankass	ADM2
16242	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	40452	10	2010	387.5	OMA	8652	Bankass	ADM2
16243	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	40422	9	2010	387.5	OMA	8652	Bankass	ADM2
16244	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	40391	8	2010	387.5	OMA	8652	Bankass	ADM2
16245	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	40360	7	2010	387.5	OMA	8652	Bankass	ADM2
16246	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	40330	6	2010	387.5	OMA	8652	Bankass	ADM2
16247	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	40299	5	2010	387.5	OMA	8652	Bankass	ADM2
16248	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	40269	4	2010	387.5	OMA	8652	Bankass	ADM2
16249	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	40210	2	2010	387.5	OMA	8652	Bankass	ADM2
16250	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	40179	1	2010	387.5	OMA	8652	Bankass	ADM2
16251	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	40148	12	2009	387.5	OMA	8652	Bankass	ADM2
16252	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	40118	11	2009	387.5	OMA	8652	Bankass	ADM2
16253	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	40087	10	2009	386.11	OMA	8652	Bankass	ADM2
16254	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	40057	9	2009	385.71	OMA	8652	Bankass	ADM2
16255	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	40026	8	2009	387.5	OMA	8652	Bankass	ADM2
16256	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	39995	7	2009	387.5	OMA	8652	Bankass	ADM2
16257	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	39965	6	2009	388.89	OMA	8652	Bankass	ADM2
16258	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	39934	5	2009	387.5	OMA	8652	Bankass	ADM2
16259	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	39904	4	2009	387.5	OMA	8652	Bankass	ADM2
16260	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	39873	3	2009	387.5	OMA	8652	Bankass	ADM2
16261	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	39845	2	2009	387.5	OMA	8652	Bankass	ADM2
16262	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	39814	1	2009	391.25	OMA	8652	Bankass	ADM2
16263	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	39783	12	2008	393.57	OMA	8652	Bankass	ADM2
16264	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	39753	11	2008	400	OMA	8652	Bankass	ADM2
16265	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	39722	10	2008	412.5	OMA	8652	Bankass	ADM2
16266	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	39692	9	2008	404.38	OMA	8652	Bankass	ADM2
16267	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	39661	8	2008	384.29	OMA	8652	Bankass	ADM2
16268	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	39630	7	2008	345.83	OMA	8652	Bankass	ADM2
16269	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	39600	6	2008	350	OMA	8652	Bankass	ADM2
16270	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	39569	5	2008	350	OMA	8652	Bankass	ADM2
16271	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	39539	4	2008	325.63	OMA	8652	Bankass	ADM2
16272	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	39508	3	2008	310.71	OMA	8652	Bankass	ADM2
16273	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	39479	2	2008	306.25	OMA	8652	Bankass	ADM2
16274	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	39448	1	2008	313.89	OMA	8652	Bankass	ADM2
16275	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	39417	12	2007	312.5	OMA	8652	Bankass	ADM2
16276	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	39387	11	2007	312.5	OMA	8652	Bankass	ADM2
16277	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	39356	10	2007	312.5	OMA	8652	Bankass	ADM2
16278	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	39326	9	2007	315	OMA	8652	Bankass	ADM2
16279	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	39295	8	2007	325	OMA	8652	Bankass	ADM2
16280	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	39264	7	2007	325	OMA	8652	Bankass	ADM2
16281	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	39234	6	2007	325	OMA	8652	Bankass	ADM2
16282	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	39203	5	2007	325	OMA	8652	Bankass	ADM2
16283	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	39173	4	2007	325	OMA	8652	Bankass	ADM2
16284	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	39142	3	2007	325	OMA	8652	Bankass	ADM2
16285	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	39114	2	2007	325	OMA	8652	Bankass	ADM2
16286	155	Mali	1931	Mopti	861	Bankass	71	"Rice (Local)"	26	XOF	15	Retail	5	KG	39083	1	2007	325	OMA	8652	Bankass	ADM2
16287	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	41883	9	2014	147	OMA	85019	Diallassagou	PPL
16288	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	41852	8	2014	142.5	OMA	85019	Diallassagou	PPL
16289	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	41821	7	2014	165	OMA	85019	Diallassagou	PPL
16290	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	41791	6	2014	160	OMA	85019	Diallassagou	PPL
16291	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	41760	5	2014	160	OMA	85019	Diallassagou	PPL
16292	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	41730	4	2014	148	OMA	85019	Diallassagou	PPL
16293	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	41699	3	2014	148	OMA	85019	Diallassagou	PPL
16294	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	41671	2	2014	159	OMA	85019	Diallassagou	PPL
16295	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	41640	1	2014	153	OMA	85019	Diallassagou	PPL
16296	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	41609	12	2013	150	OMA	85019	Diallassagou	PPL
16297	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	41579	11	2013	165	OMA	85019	Diallassagou	PPL
16298	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	41548	10	2013	140	OMA	85019	Diallassagou	PPL
16299	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	41518	9	2013	140	WFP	85019	Diallassagou	PPL
16300	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	41487	8	2013	155	WFP	85019	Diallassagou	PPL
16301	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	41456	7	2013	171	WFP	85019	Diallassagou	PPL
16302	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	41153	9	2012	195	OMA	85019	Diallassagou	PPL
16303	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	41122	8	2012	205	OMA	85019	Diallassagou	PPL
16304	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	41091	7	2012	253	OMA	85019	Diallassagou	PPL
16305	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	41061	6	2012	248	OMA	85019	Diallassagou	PPL
16306	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	40817	10	2011	137	OMA	85019	Diallassagou	PPL
16307	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	40787	9	2011	98.33	OMA	85019	Diallassagou	PPL
16308	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	40756	8	2011	112	OMA	85019	Diallassagou	PPL
16309	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	40725	7	2011	120	OMA	85019	Diallassagou	PPL
16310	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	40695	6	2011	115	OMA	85019	Diallassagou	PPL
16311	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	40664	5	2011	117	OMA	85019	Diallassagou	PPL
16312	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	40634	4	2011	115	OMA	85019	Diallassagou	PPL
16313	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	40603	3	2011	115	OMA	85019	Diallassagou	PPL
16314	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	40575	2	2011	118.33	OMA	85019	Diallassagou	PPL
16315	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	40544	1	2011	107	OMA	85019	Diallassagou	PPL
16316	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	40513	12	2010	101.25	OMA	85019	Diallassagou	PPL
16317	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	40483	11	2010	91	OMA	85019	Diallassagou	PPL
16318	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	40452	10	2010	106	OMA	85019	Diallassagou	PPL
16319	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	40422	9	2010	112.5	OMA	85019	Diallassagou	PPL
16320	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	40391	8	2010	131	OMA	85019	Diallassagou	PPL
16321	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	40360	7	2010	140	OMA	85019	Diallassagou	PPL
16322	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	40330	6	2010	135	OMA	85019	Diallassagou	PPL
16323	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	40299	5	2010	130	OMA	85019	Diallassagou	PPL
16324	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	40269	4	2010	135	OMA	85019	Diallassagou	PPL
16325	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	40210	2	2010	133.75	OMA	85019	Diallassagou	PPL
16326	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	40179	1	2010	130	OMA	85019	Diallassagou	PPL
16327	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	40148	12	2009	120	OMA	85019	Diallassagou	PPL
16328	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	40118	11	2009	118	OMA	85019	Diallassagou	PPL
16329	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	40087	10	2009	116	OMA	85019	Diallassagou	PPL
16330	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	40057	9	2009	131.67	OMA	85019	Diallassagou	PPL
16331	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	40026	8	2009	165	OMA	85019	Diallassagou	PPL
16332	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	39995	7	2009	153.75	OMA	85019	Diallassagou	PPL
16333	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	39965	6	2009	141	OMA	85019	Diallassagou	PPL
16334	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	39934	5	2009	133.33	OMA	85019	Diallassagou	PPL
16335	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	39904	4	2009	130	OMA	85019	Diallassagou	PPL
16336	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	39873	3	2009	130	OMA	85019	Diallassagou	PPL
16337	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	39845	2	2009	132.5	OMA	85019	Diallassagou	PPL
16338	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	39814	1	2009	123.75	OMA	85019	Diallassagou	PPL
16339	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	39783	12	2008	105	OMA	85019	Diallassagou	PPL
16340	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	39753	11	2008	82.5	OMA	85019	Diallassagou	PPL
16341	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	39722	10	2008	100	OMA	85019	Diallassagou	PPL
16342	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	39692	9	2008	118	OMA	85019	Diallassagou	PPL
16343	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	39661	8	2008	132.5	OMA	85019	Diallassagou	PPL
16344	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	39630	7	2008	135	OMA	85019	Diallassagou	PPL
16345	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	39600	6	2008	123	OMA	85019	Diallassagou	PPL
16346	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	39569	5	2008	116.25	OMA	85019	Diallassagou	PPL
16347	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	39539	4	2008	101.25	OMA	85019	Diallassagou	PPL
16348	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	39508	3	2008	101.67	OMA	85019	Diallassagou	PPL
16349	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	39479	2	2008	105	OMA	85019	Diallassagou	PPL
16350	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	39448	1	2008	95	OMA	85019	Diallassagou	PPL
16351	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	39417	12	2007	83	OMA	85019	Diallassagou	PPL
16352	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	39387	11	2007	81.67	OMA	85019	Diallassagou	PPL
16353	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	39356	10	2007	76.25	OMA	85019	Diallassagou	PPL
16354	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	39326	9	2007	81.25	OMA	85019	Diallassagou	PPL
16355	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	39295	8	2007	88.75	OMA	85019	Diallassagou	PPL
16356	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	39264	7	2007	92.5	OMA	85019	Diallassagou	PPL
16357	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	39234	6	2007	90	OMA	85019	Diallassagou	PPL
16358	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	39203	5	2007	86.67	OMA	85019	Diallassagou	PPL
16359	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	39173	4	2007	86.67	OMA	85019	Diallassagou	PPL
16360	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	39142	3	2007	90	OMA	85019	Diallassagou	PPL
16361	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	39114	2	2007	95	OMA	85019	Diallassagou	PPL
16362	155	Mali	1931	Mopti	865	Diallassagou	73	Millet	26	XOF	15	Retail	5	KG	39083	1	2007	77.5	OMA	85019	Diallassagou	PPL
16363	155	Mali	1931	Mopti	865	Diallassagou	203	Paddy	26	XOF	15	Retail	5	KG	40817	10	2011	155	OMA	85019	Diallassagou	PPL
16364	155	Mali	1931	Mopti	865	Diallassagou	203	Paddy	26	XOF	15	Retail	5	KG	40787	9	2011	155	OMA	85019	Diallassagou	PPL
16365	155	Mali	1931	Mopti	865	Diallassagou	203	Paddy	26	XOF	15	Retail	5	KG	40756	8	2011	154.8	OMA	85019	Diallassagou	PPL
16366	155	Mali	1931	Mopti	865	Diallassagou	203	Paddy	26	XOF	15	Retail	5	KG	39569	5	2008	155	OMA	85019	Diallassagou	PPL
16367	155	Mali	1931	Mopti	865	Diallassagou	203	Paddy	26	XOF	15	Retail	5	KG	39539	4	2008	155	OMA	85019	Diallassagou	PPL
16368	155	Mali	1931	Mopti	865	Diallassagou	203	Paddy	26	XOF	15	Retail	5	KG	39508	3	2008	155	OMA	85019	Diallassagou	PPL
16369	155	Mali	1931	Mopti	865	Diallassagou	203	Paddy	26	XOF	15	Retail	5	KG	39479	2	2008	155	OMA	85019	Diallassagou	PPL
16370	155	Mali	1931	Mopti	865	Diallassagou	203	Paddy	26	XOF	15	Retail	5	KG	39448	1	2008	147.5	OMA	85019	Diallassagou	PPL
16371	155	Mali	1931	Mopti	865	Diallassagou	203	Paddy	26	XOF	15	Retail	5	KG	39417	12	2007	145	OMA	85019	Diallassagou	PPL
16372	155	Mali	1931	Mopti	865	Diallassagou	203	Paddy	26	XOF	15	Retail	5	KG	39387	11	2007	145	OMA	85019	Diallassagou	PPL
16373	155	Mali	1931	Mopti	865	Diallassagou	203	Paddy	26	XOF	15	Retail	5	KG	39356	10	2007	145	OMA	85019	Diallassagou	PPL
16374	155	Mali	1931	Mopti	865	Diallassagou	203	Paddy	26	XOF	15	Retail	5	KG	39326	9	2007	145	OMA	85019	Diallassagou	PPL
16375	155	Mali	1931	Mopti	865	Diallassagou	203	Paddy	26	XOF	15	Retail	5	KG	39295	8	2007	145	OMA	85019	Diallassagou	PPL
16376	155	Mali	1931	Mopti	865	Diallassagou	203	Paddy	26	XOF	15	Retail	5	KG	39264	7	2007	145	OMA	85019	Diallassagou	PPL
16377	155	Mali	1931	Mopti	865	Diallassagou	203	Paddy	26	XOF	15	Retail	5	KG	39234	6	2007	145	OMA	85019	Diallassagou	PPL
