adm0_name	cm_name		mp_price
Guinea	Beans		4000
Guinea	Beans		3500
Guinea	Beans		3500
Guinea	Beans		3500
Guinea	Beans		4000
Guinea	Beans		4000
Guinea	Beans		4000
Guinea	Beans		4000
Guinea	Beans		5000
Guinea	Beans		10000
Guinea	Beans		13500
Guinea	Beans		20000
Guinea	Beans		14500
Guinea	Beans		20000
Guinea	Beans		20000
Guinea	Bread		2500
Guinea	Bread		2500
Guinea	Bread		2500
Guinea	Bread		2500
Guinea	Bread		2500
Guinea	Bread		2500
Guinea	Bread		2500
Guinea	Bread		2500
Guinea	Bread		2500
Guinea	Bread		2500
Guinea	Bread		2500
Guinea	Bread		2500
Guinea	Bread		2500
Guinea	Bread		3000
Guinea	Bread		3000
Guinea	Bread		3000
Guinea	Bread		3000
Guinea	Bread		3000
Guinea	Bread		3000
Guinea	Bread		2000
Guinea	Bread		2000
Guinea	Bread		2000
Guinea	Bread		2000
Guinea	Bread		2000
Guinea	Gari		5000
Guinea	Gari		5000
Guinea	Gari		5000
Guinea	Gari		5000
Guinea	Gari		5000
Guinea	Meat		25000
Guinea	Meat		25000
Guinea	Meat		25000
Guinea	Meat		25000
